"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.04652663534339","1.92905171896635","2.9732962299892","0.964062988131519","0.0305802708925684","0.0326381523608625","0.0246049474549046"
"naive","-0.27210613347068","1.28602050308023","1.71442895497829","2.87934300796308","0.0841256505439682","0.0963251189524715","0.0694431534654348"
"cc","1.04295901584965","1.93249019787375","2.94770489616059","1.01506290527163","0.0477096781815204","0.0502221827112792","0.0368732015142179"
"ipw","1.03977839562046","1.9514451869123","2.95573569184082","1.01521859517789","0.0493961510291688","0.0541166718984958","0.0402125757830758"
"ipw-w","1.0839608749141","1.93358729643823","2.95598356087569","1.01602129985097","0.0536303285872329","0.0561585186185372","0.0414436688530891"
"ipw-yz","0.968274650826742","1.95297374357031","2.96843832419849","1.01795752800751","0.0495688444104523","0.0540515715998323","0.0398692579459438"
"acc","1.05461042903989","1.93408344540159","2.94635584786286","1.01512983113794","0.045269863667707","0.0471595508457021","0.0344997729246038"
"acc-eta1","1.0689214421397","1.92804923420855","2.93930212499529","1.01541453227151","0.0467924534093879","0.0482514679074807","0.0359480579878452"
"acc-w","0.936816791119551","1.93967490175793","2.97749109116059","1.02076921020371","0.0508099440723636","0.0545068363357884","0.0394080579462302"
"acc-eta1-w","0.805838186804361","1.94512024248015","3.00612566022227","1.04273112760297","0.0615023089923778","0.0665965106028377","0.0480427042488883"
"acc-lambda","1.05797721399198","1.93165209892605","2.94300354987632","1.01518014583784","0.045221873248333","0.0470632097810854","0.0344627935494096"
"acc-lambda-w","0.989862223242726","1.93966563413498","2.95949782039602","1.01645673136845","0.0456882994708765","0.0487207067019474","0.0352911465591041"
"macc","1.06006570812938","1.94162046421249","2.94903701107966","1.0152391506902","0.0455990174857115","0.0473410354059229","0.0348333307346914"
"macc-eta1","1.06548527344935","1.93412686532697","2.94388493087113","1.01531249550355","0.0475984106979602","0.048566606807269","0.0363897339221663"
"macc-w","0.879113144833614","1.92478828614343","2.9571141995576","1.02798078905812","0.0522583909296152","0.055863060413795","0.0405602327643555"
"macc-eta1-w","0.805838186804361","1.94512024248015","3.00612566022227","1.04273112760297","0.0615023089923778","0.0665965106028377","0.0480427042488883"
"macc-lambda","1.05312163880644","1.9314070371854","2.94651085381506","1.01511309806111","0.0454136109319667","0.0469618600349237","0.034489870620182"
"macc-lambda-w","0.977673036355908","1.95053597431771","2.97104700976744","1.01736870716452","0.0470452864706082","0.0497285542936379","0.0362425547132665"
"aipw","1.06983587874523","1.9610710681232","2.95303973732308","1.01574750870518","0.0474805729137482","0.0500607675849863","0.0375199826974158"
"aipw-eta1","1.05942983213573","1.95245012778066","2.95217834828452","1.01535782488872","0.0478253313499175","0.0503752714900132","0.0376216714698017"
"aipw-w","0.819782648952834","1.95696471782927","3.02092493214205","1.04078813873371","0.0575317588428015","0.0583032467874363","0.0413500619456497"
"aipw-eta1-w","0.901048252566929","1.96348464438759","3.03096404309908","1.02857663905105","0.0565167125160775","0.058476866480797","0.0412814494833537"
"aipw-lambda","1.05082997896025","1.94865224311898","2.95298047244347","1.0152019737145","0.0468612996889761","0.049975949300261","0.0373396404090095"
"aipw-lambda-w","0.986682455671418","1.94992214641994","2.99022980998052","1.01770161104698","0.0527252231336068","0.0544010737682731","0.038964736768409"
"mle","1.05380306885626","1.94394809035806","2.95692395799282","1.00374305301775","0.0415775761110367","0.0430043030376865","0.0306864521960385"
"mle-w","0.190745054935677","1.61819016147037","2.69323207880949","1.72541009671267","0.057680616310367","0.0647103225040858","0.0595142999557864"
