"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.991309925838499","1.96501090390182","2.97459113956064","1.00272780696237","0.0317732162567487","0.0349065157978219","0.0221890787069454"
"naive","-0.523677148760983","1.19884286170073","1.61882210101724","3.13443149518244","0.0910166608657795","0.109423134791885","0.0696308502311863"
"cc","1.03523888319638","1.99911906074508","2.97443334116952","1.01450148536299","0.0469540519330812","0.0532459215039378","0.033622810053749"
"ipw","1.02141332120297","2.0113961680339","2.99199623273283","1.014829850925","0.0466072412315173","0.0543404312295293","0.0336364393531327"
"ipw-w","1.07205874303056","2.01706961020747","2.94513278275737","1.01643963194381","0.0577854545256026","0.0715659875847802","0.0463140783776109"
"ipw-yz","0.959025970260673","2.01559968747512","2.99086862537653","1.01747230850382","0.0469891642559143","0.0542753510132074","0.0339298946222507"
"acc","1.02446859845319","2.00677395503688","2.97727787567975","1.01457986440336","0.0445292425800491","0.0501029670399312","0.0313654564075922"
"acc-eta1","1.01804514968382","2.02102557134248","2.9707477989634","1.01496749029637","0.0475011172137552","0.0531372281051918","0.0365699427881703"
"acc-w","0.902502392177703","1.98335479445994","2.96377196299956","1.02342028467965","0.0522207931108468","0.0552468515729787","0.0387663425470448"
"acc-eta1-w","0.763993112428046","1.97300322513436","2.95520274579702","1.05103347944","0.0675507372143898","0.0690409399884883","0.0538104527563108"
"acc-lambda","1.02851005052654","2.0059744237552","2.97734867831644","1.0145415904924","0.0444542571137982","0.0499561918884253","0.0313524010688055"
"acc-lambda-w","0.966128287298793","2.00212610569118","2.98868945809305","1.01692820198794","0.0450425964979049","0.0503404146579128","0.0313320491525279"
"macc","1.03234601867797","2.00384035634624","2.97650592193307","1.01451440450666","0.0443928714485172","0.0500396779621322","0.0313176393434774"
"macc-eta1","1.01678836230311","2.02537875984211","2.96973216103094","1.01513568226302","0.0479078146822325","0.052776447101785","0.0373338114483652"
"macc-w","0.856317987984348","1.97026722771002","2.9355916608021","1.03216812474542","0.0544603967638198","0.0568369240299243","0.0420415686744194"
"macc-eta1-w","0.763993112428046","1.97300322513436","2.95520274579702","1.05103347944","0.0675507372143898","0.0690409399884883","0.0538104527563108"
"macc-lambda","1.02364945040806","2.0136419593031","2.97387123420323","1.01468215914072","0.0446553377119631","0.0501275430516868","0.0316781515799154"
"macc-lambda-w","0.978620899299622","1.99982523748047","2.99012312921697","1.01622656577233","0.0462229505825635","0.051752541881662","0.0322401277435289"
"aipw","1.02065433841027","2.02167294996902","2.98427641791702","1.01480606062305","0.0445734827712823","0.0498878579715825","0.0314446294856772"
"aipw-eta1","1.00452694930625","2.03199736811034","2.98507343218164","1.01537409429863","0.0453592493956064","0.050227831809301","0.0321828398082709"
"aipw-w","0.785693005076148","2.00617160083459","2.94881689107844","1.04632876944396","0.0641958200881808","0.0687633713779778","0.0446634635291815"
"aipw-eta1-w","0.848233311267181","2.01017448095179","2.96643405989388","1.03198460825262","0.0635980868150138","0.070520100880033","0.0450581484137676"
"aipw-lambda","1.01019875264307","2.02727675320778","2.99153079589696","1.01516103654318","0.0442315116804448","0.0496078655296845","0.0307434681357947"
"aipw-lambda-w","0.978954051988477","2.02185890910978","2.97264322198832","1.01638111228748","0.0565086660609319","0.0680051248798902","0.0425397428450532"
"mle","0.995941578094813","1.99400490996635","2.99050913215884","1.01068461566943","0.0417435658332898","0.0464577115688593","0.0289544975693891"
"mle-w","-0.0820276495748624","1.62096991208953","2.62454256619451","2.03160708676332","0.0841913108636014","0.0874671012696727","0.0671668647564436"
