"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.977087669692798","2.01246189677945","3.03660617313156","1.01135714045171","0.0320027901258278","0.0322594672233874","0.0276325896221867"
"naive","-0.412471150394798","1.4313624007298","1.64636912413383","2.94492026472845","0.0921022947171734","0.0961299646860064","0.0748500377276057"
"cc","0.922829915132442","2.0072231738741","2.95459772481549","0.983561310488266","0.0465709795186238","0.0439548861312509","0.0399020583123156"
"ipw","0.916811669363354","2.00972141071126","2.96133842361854","0.98360500614315","0.0468907696479713","0.0448539395943331","0.0400230026890382"
"ipw-w","0.937744288742936","1.97268054288263","2.91391561856129","0.984947047327812","0.0564460688813286","0.0529038494178498","0.0482017991482218"
"ipw-yz","0.854400884590746","2.00656078636868","2.96779611732015","0.985904815668199","0.0473907584880451","0.044848741684046","0.0405072778027533"
"acc","0.911236630177733","2.01473562228149","2.98502382976173","0.984264440229256","0.0446614664564844","0.0427339748003652","0.0371473833835974"
"acc-eta1","0.890366242386695","2.02624754563602","3.01542948220021","0.986472775437069","0.0473734168370039","0.0458484700321658","0.0387420711392652"
"acc-w","0.79861994959574","2.05601034912772","3.02608514505915","0.993254879879262","0.0521914293657684","0.0501244951572631","0.0420264602389317"
"acc-eta1-w","0.657859571479982","2.09518684317471","3.09919692668132","1.02542433937852","0.0645944218991615","0.0619016725478559","0.0494562477945463"
"acc-lambda","0.913293938347375","2.01252205412807","2.98035135294372","0.984068877321156","0.044575980498806","0.0426244483610528","0.0370574278076339"
"acc-lambda-w","0.86556415516521","2.01895113916993","2.98020771726925","0.985383555431962","0.0451121547524082","0.0428826260015872","0.0376203814693046"
"macc","0.922042885176003","2.00768350548181","2.98329001768808","0.984238133780765","0.0446657878715309","0.0426061289370828","0.0370971485421625"
"macc-eta1","0.889381126860471","2.024212047615","3.01656701182358","0.986608489237204","0.0474981022286753","0.0459574720676906","0.0386856326304912"
"macc-w","0.746980361971649","2.0476329642616","3.01015942409627","0.9992240170899","0.0540412944277794","0.0519772761315931","0.0434884281749886"
"macc-eta1-w","0.657859571479982","2.09518684317471","3.09919692668132","1.02542433937852","0.0645944218991615","0.0619016725478559","0.0494562477945463"
"macc-lambda","0.909372278515688","2.01287520463805","2.97976329839056","0.984068724948551","0.0446524113837694","0.0425972845540246","0.037200286246213"
"macc-lambda-w","0.874066074967196","2.02448909158189","2.99431403741452","0.985518771838261","0.0463614512360749","0.0437244932429902","0.0388347320623362"
"aipw","0.915161296707108","2.00978601918568","3.00285343744767","0.985409935464899","0.0455224785658685","0.0440717541762267","0.0371730652085549"
"aipw-eta1","0.894905561148424","2.02189249248135","3.00918252340563","0.985902566329913","0.0461038440776613","0.0448440270434992","0.0375436385317074"
"aipw-w","0.633958007692573","2.05044461869566","3.04860523488263","1.02546803848651","0.0653607911123205","0.0611423153630433","0.0519713879711378"
"aipw-eta1-w","0.711173751312458","2.06047945247157","3.05615687962994","1.00882401334839","0.0642852101835746","0.0602491209896566","0.0511841371030962"
"aipw-lambda","0.900739611182633","2.01494552755626","2.98716860836464","0.984468920287871","0.0446587661222272","0.0431208651237281","0.0371300209445241"
"aipw-lambda-w","0.86072160445467","2.00102668495094","2.95723219812164","0.985541409617217","0.0562380279463201","0.0513232375205857","0.0469587798117101"
"mle","0.918043391529785","2.02438291297468","2.99280646175751","1.00794100611251","0.0419858347858083","0.040524734833705","0.0338545906726689"
"mle-w","-0.0587517268335853","1.6982884850305","2.62436290489567","1.96000399400814","0.0770652326315441","0.0842948250563576","0.0838510742820918"
