"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.856448336354453","1.85816769786481","2.94644489875738","0.778601276981759","0.0783937765921212","0.0819341974221386","0.0537202246804542"
"naive","-0.635238928805521","0.84140310473723","1.70340842765221","2.97009058189822","0.221588246707789","0.290137638120082","0.213385870669776"
"cc","0.7547462002271","1.92554551730613","2.98307410859737","0.739267502420271","0.106909915142511","0.112186757843122","0.070435261898048"
"ipw","0.741285076522299","1.89901367538144","2.9658683003846","0.739963178596751","0.112214339073535","0.109949520383001","0.0704493650324272"
"ipw-w","0.669006812360355","1.86653564778118","2.96651543695849","0.745714224863675","0.131775124848591","0.121621260319653","0.102587027684503"
"ipw-yz","0.703435265224874","1.89993637142152","2.96850428207979","0.741416024331452","0.113937230043377","0.112725699970155","0.0721271507713065"
"acc","0.772909319033305","1.91431105067142","2.97753943415863","0.739600926908283","0.102997826718484","0.105110306393005","0.0702829974963264"
"acc-eta1","0.795797884527696","1.90304640090228","2.97011702836474","0.740895190134219","0.105035163467733","0.105586354406172","0.0746408175240576"
"acc-w","0.69861028598533","1.90949443393855","2.96678867272071","0.74171874754778","0.111901059591299","0.110480896423826","0.0756606027857644"
"acc-eta1-w","0.645439724559193","1.88902222845983","2.94281174875266","0.749329325210339","0.124014259357391","0.114602643345809","0.0878487258312538"
"acc-lambda","0.772582160128747","1.91910264083081","2.98193416290003","0.739521605262176","0.10300513966757","0.104941398943351","0.0688652444613466"
"acc-lambda-w","0.713961633451609","1.88107196007188","2.96389063618592","0.741492622272486","0.104294668172651","0.106074394063707","0.0705170198061556"
"macc","0.775220192363685","1.9247310315623","2.98134257237807","0.739555550579714","0.1037520395815","0.105648483488913","0.0696323836943609"
"macc-eta1","0.798294595199318","1.89807676109521","2.96781047753554","0.7412442331578","0.106891719016183","0.107339147866128","0.0759401065256555"
"macc-w","0.686163104454059","1.90924489189958","2.95917281529093","0.743156327665595","0.114951434867313","0.110745337133054","0.0777936689846319"
"macc-eta1-w","0.645439724559193","1.88902222845983","2.94281174875266","0.749329325210339","0.124014259357391","0.114602643345809","0.0878487258312538"
"macc-lambda","0.769299400664778","1.91734165264468","2.98320331128238","0.739473044895233","0.102706121997031","0.104535828259832","0.0687460979718439"
"macc-lambda-w","0.74058126437583","1.91250292927187","2.98639533905911","0.739541669965631","0.106491218445358","0.109269407077754","0.0707306627664825"
"aipw","0.781699712309076","1.90185949939053","2.96613815167803","0.740356860874064","0.108797760233349","0.101029730515773","0.0706855175375745"
"aipw-eta1","0.780719796256134","1.87760605401454","2.95676965359643","0.741577857296283","0.108861640977673","0.100737414374408","0.0726743974241926"
"aipw-w","0.554850724791568","1.84963758197662","2.93402523031446","0.769145970711948","0.15149775025805","0.123989316943318","0.114314564544699"
"aipw-eta1-w","0.571088189390567","1.84150072531683","2.93954450462857","0.765108484512819","0.143170842204662","0.125173037833678","0.110701830093093"
"aipw-lambda","0.757531864171702","1.88917574560313","2.96746982524574","0.740152412496006","0.106680987008924","0.100083713603772","0.067841666183026"
"aipw-lambda-w","0.673733642179879","1.88465092222323","3.01037174944903","0.746249608974349","0.131859880460788","0.12019467066997","0.0982900571918054"
"mle","0.787459561639328","1.86541626931023","2.97205213843042","0.748838567305631","0.0975734423191694","0.115499035541116","0.0640806374934349"
"mle-w","0.133871808269631","1.54997848704044","2.82901965722891","1.28692785577372","0.348797537365018","0.275697811938019","0.196358899889453"
