"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.868831658726412","1.77989783546448","3.01615185569361","1.00368728041615","0.0990861016281248","0.099115836855685","0.0663909795290131"
"naive","-0.361721419286836","1.31668013312749","1.66795664365706","3.24400120411052","0.293373273057702","0.341445210957839","0.212196369567111"
"cc","0.947467449782926","1.68495989448451","2.84206794843592","0.969687531721432","0.135817034889284","0.126590780994759","0.0716568209153254"
"ipw","0.91850426180419","1.63735900392825","2.85761358212583","0.972601784774872","0.136884338747476","0.13134892918748","0.0726538492028035"
"ipw-w","0.967092127835442","1.66258823924409","2.98518143583235","1.00323277728022","0.1502929519187","0.150758348358413","0.0957693381325232"
"ipw-yz","0.861547145559722","1.63965410237646","2.85077314052425","0.975567794948479","0.136389309298388","0.13579855983248","0.0758522611945429"
"acc","0.924107132945864","1.74729688145782","2.85889110341626","0.971481041527882","0.128778182428869","0.116232132137973","0.0666129251822465"
"acc-eta1","0.930108821840941","1.85210485808062","2.86091740915673","0.98428126596979","0.147908812709276","0.117939860907864","0.0874691575365534"
"acc-w","0.812099810865862","1.68620521469729","2.73398840730392","1.00116731605546","0.141382503144939","0.159060581054797","0.110401582583796"
"acc-eta1-w","0.771162348097795","1.77989330366786","2.56383938584723","1.13002461959506","0.236563637392134","0.246139179580223","0.391671696450579"
"acc-lambda","0.955285289982413","1.74343289771004","2.8586747996666","0.971501251161892","0.12814483039851","0.114831680525276","0.0662113777752185"
"acc-lambda-w","0.904012012819077","1.69907467737464","2.84221867218093","0.970682645537159","0.130653783326854","0.115137456105355","0.0646856846757483"
"macc","0.924258566942892","1.71789056776988","2.84839407361171","0.970335691246364","0.127460506249953","0.11769178045052","0.0668498252193134"
"macc-eta1","0.931589749317462","1.8421286222879","2.85848490023634","0.982735409389374","0.148144194688986","0.118118472854514","0.0892038077710956"
"macc-w","0.758905041841817","1.61280830097638","2.6926360406175","1.02513863068761","0.146731020588055","0.181694845652576","0.141716364433303"
"macc-eta1-w","0.771162348097795","1.77989330366786","2.56383938584723","1.13002461959506","0.236563637392134","0.246139179580223","0.391671696450579"
"macc-lambda","0.98677533105567","1.77105436157108","2.84556287600429","0.975439440669128","0.128035327515886","0.115344799682907","0.0669208189251798"
"macc-lambda-w","0.91326565681831","1.70382690754337","2.80347751658316","0.973715060676857","0.128496952988051","0.11754366214757","0.0617305658051271"
"aipw","0.888728759481263","1.73336023709713","2.86962354702427","0.971767227107606","0.132106073668582","0.12187595106981","0.0691871654616775"
"aipw-eta1","0.892334797364043","1.78791079833593","2.88676859989418","0.974786787197233","0.136387661062084","0.120746003468226","0.0721052869775969"
"aipw-w","0.682457917077748","1.75845098879062","2.93792468172916","1.00305961639635","0.156161865112678","0.135109786090187","0.0867492274806627"
"aipw-eta1-w","0.74527360096279","1.85817826728467","2.96841415045829","0.997400191837174","0.15472136496142","0.137092757654782","0.0888315596590915"
"aipw-lambda","0.962028539140135","1.73241080762423","2.86101557778461","0.971127990473833","0.127850379505241","0.11845335924951","0.066688157505373"
"aipw-lambda-w","0.883023328208369","1.70531969302498","2.93429920997275","0.980255462931597","0.142120340280616","0.1165276878097","0.0776317756753382"
"mle","0.891578573187331","1.72042238013504","2.89006202105282","0.954059917628605","0.120629990454646","0.112939487827656","0.0689100597631861"
"mle-w","0.0551134505375013","1.64719989779381","2.8008055427471","1.71430584796293","0.264230494768565","0.19864078944663","0.153218089686335"
