"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.06789273576312","2.00687910220014","3.04534248484101","1.0059777242968","0.105490149199278","0.129139351017769","0.0853759061448855"
"naive","0.104300355942346","1.04143725696299","1.63926142167111","2.95141882098822","0.312252906099514","0.364816652921235","0.245810751703306"
"cc","1.03596992869037","2.13762315146215","3.14093312247641","1.04353019640628","0.153077448997152","0.174037512808446","0.136409553660054"
"ipw","0.986206830558","2.19036254357925","3.17095861997992","1.04544324786287","0.162891025323155","0.195665370247327","0.139217500007536"
"ipw-w","1.12842084459806","2.16211062130864","3.02267132925893","1.05720222289145","0.208524998678608","0.205731879765494","0.154742153541007"
"ipw-yz","0.910459378329063","2.201528901352","3.19594879708954","1.05156489593625","0.155369989486231","0.194392599465158","0.134305915910319"
"acc","1.06811227997217","2.13153440252132","3.1170389428295","1.04417680894289","0.142858837545322","0.161664765933255","0.125961370109992"
"acc-eta1","1.12687456624247","2.08951317572364","3.08253323113159","1.04819734333383","0.159185378950627","0.167998737557819","0.150353681665354"
"acc-w","0.924862663849639","2.2631090115547","3.19761881104251","1.05371006508253","0.157670845393615","0.180773330567295","0.133310939104345"
"acc-eta1-w","0.771887292252081","2.38567169720852","3.24579925363757","1.09250502134136","0.192907673484352","0.206679544971744","0.168530498938486"
"acc-lambda","1.06203019493378","2.12825811150519","3.10011899477043","1.04473002495151","0.142775028102635","0.161575585538902","0.126460220696254"
"acc-lambda-w","0.982615664852996","2.14775534618679","3.15020111551398","1.0448284238818","0.146933817244696","0.167224124167697","0.129895685555061"
"macc","1.03514500375365","2.13234739777945","3.12101465856687","1.04383002706632","0.142683161303335","0.162588495665946","0.125287069867013"
"macc-eta1","1.09732055600057","2.10934355869564","3.10200786459075","1.04560770947292","0.152554105926846","0.162194789122506","0.142055857444632"
"macc-w","0.815926610210077","2.27628488559775","3.17228996649588","1.07354200428623","0.157421046816281","0.183794684450415","0.136845565301596"
"macc-eta1-w","0.771887292252081","2.38567169720852","3.24579925363757","1.09250502134136","0.192907673484352","0.206679544971744","0.168530498938486"
"macc-lambda","1.08017317062018","2.11734336817269","3.12069810537628","1.04450911122389","0.140646905979206","0.160915280467552","0.126503712336309"
"macc-lambda-w","0.972328797465259","2.22889032447717","3.17765804004089","1.04788107221085","0.151517614628645","0.176601810177883","0.13075434417134"
"aipw","0.983186652777276","2.17348724264676","3.15957442417821","1.04514711471401","0.145932170428639","0.177432660356629","0.12586198588561"
"aipw-eta1","1.03120397439816","2.18033385759743","3.16027786800161","1.04411750386592","0.145643189483673","0.173303430279675","0.125381114665787"
"aipw-w","0.715074747368094","2.48436037584342","3.19859911606668","1.1358909627898","0.225020010011859","0.243123041173272","0.150512193717033"
"aipw-eta1-w","0.909198929737983","2.45436405952527","3.18966818878903","1.08726464927219","0.227701651442839","0.238231603072839","0.152217133979943"
"aipw-lambda","1.03936865192227","2.16349380258023","3.14806337479088","1.0437461785003","0.14272587897363","0.170997624928732","0.121701655732845"
"aipw-lambda-w","1.06707780575056","2.30051819878741","3.09023812075788","1.06086276249481","0.210849570084622","0.215451547218707","0.139496511381578"
"mle","1.04513673478182","2.08244929813585","3.12130218923179","1.03831272535929","0.142698078913418","0.160092524352107","0.130812431607193"
"mle-w","0.496019820974978","1.90702831487318","3.0717161691806","1.38558067646691","0.227667085142495","0.221339296605239","0.193993082062407"
