"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.977080568686085","1.97256974170981","3.00464178537291","1.03679935840853","0.0327853489692426","0.0354658128142642","0.0236940421257822"
"naive","-0.423320286519785","1.18593788509251","1.54403090345852","3.22868036059198","0.093111990534535","0.114179554151571","0.0769630433911062"
"cc","0.976719762527083","1.9774059046996","2.98944703281299","0.983097798898291","0.0456348121059804","0.0462368893783021","0.0326086178055732"
"ipw","0.99228960972493","1.99315744667","2.98212116359043","0.983407134924527","0.0460815048104981","0.0513950066254883","0.0366482810286412"
"ipw-w","1.04330553110615","1.99443988302414","2.97277363658708","0.985563310697074","0.0624693694380223","0.061047674359679","0.0390708516150261"
"ipw-yz","0.876502049498053","2.00216951237221","3.00277731087695","0.988269751467894","0.0466760466389374","0.0506916721229863","0.0371208068741676"
"acc","0.981632952255417","1.96645406061907","2.98365849781619","0.983172369699569","0.0443029947571961","0.0442148695686609","0.0319568532620779"
"acc-eta1","0.987824503260867","1.93476344751954","2.97624307984781","0.983992057340753","0.0510235332244775","0.0508944053577016","0.0386974013139332"
"acc-w","0.859097091111686","1.9641740590632","2.97126691410363","0.990936219053735","0.0486392756231412","0.0493296907939013","0.0399467264083725"
"acc-eta1-w","0.727599410229012","1.94699074655477","2.98292626960886","1.01477704947581","0.0585888155354597","0.0587129159407848","0.0503206459339922"
"acc-lambda","0.98326251524068","1.96733061017972","2.98428343648592","0.98316930793332","0.0444317304028454","0.0445192259329377","0.0318097373706996"
"acc-lambda-w","0.908431838065399","1.95946926378277","2.98552634298472","0.98564769659055","0.0444661641037387","0.0448583327666587","0.0320991552242897"
"macc","0.987361564823644","1.97408111075493","2.98792437703691","0.983158030684239","0.0444491551927038","0.0440918861611367","0.0322033918522242"
"macc-eta1","0.998413671951346","1.94150045283209","2.96924692070139","0.984008305297543","0.0547646836631638","0.0516975543191934","0.0432847592877651"
"macc-w","0.75530058824126","1.94452462078588","2.92488578675087","1.0148923202714","0.0511657608548503","0.0492599816038235","0.0221898462177139"
"macc-eta1-w","0.727599410229012","1.94699074655477","2.98292626960886","1.01477704947581","0.0585888155354597","0.0587129159407848","0.0503206459339922"
"macc-lambda","0.982281286146435","1.964761834996","2.98425935761899","0.98318858674151","0.0448831865219484","0.0450270979545237","0.0322775075298062"
"macc-lambda-w","0.919981055968705","1.95568625586571","2.9914213454861","0.984923984571038","0.0452098759142237","0.0462529528582155","0.0328643813074443"
"aipw","1.01036251198342","1.98351045440023","2.98040126264962","0.983710532818136","0.0468424533359666","0.0487595875218668","0.0392029431334923"
"aipw-eta1","1.00557155781035","1.96420162229552","2.96834486819909","0.983796108960939","0.0497938281050044","0.0507155683442533","0.0424775820232326"
"aipw-w","0.67281432328241","1.9798797832544","2.97762768631375","1.03005924380446","0.068612010805596","0.0682126252467593","0.048976458301735"
"aipw-eta1-w","0.82489873836504","1.98026422813329","2.99124362742972","0.994699320784577","0.0682545760370081","0.0678459201508134","0.0504241331606155"
"aipw-lambda","0.999425318719136","1.97353627659659","2.97698671543024","0.983432809978669","0.0450409281318612","0.0488704415830269","0.0358922075782583"
"aipw-lambda-w","0.934314388567682","1.94218799325075","2.98794063760142","0.984582654953889","0.0623384539067307","0.0608648204750907","0.0397179728628465"
"mle","0.98582681239001","1.96566857910283","2.99637764358108","1.011683037364","0.0413435873690837","0.0447736917893258","0.0300221537967952"
"mle-w","-0.0249511201181851","1.63183526357344","2.75586761575549","1.91078423313286","0.0885080494640204","0.0887462157049499","0.076531870309523"
