"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.03582340675949","1.99444531358565","2.98407772203147","0.994846123005705","0.0314495225267461","0.033691323020547","0.023502116938907"
"naive","-0.295520401030475","1.34131433158193","1.80304650990706","2.89780951343596","0.0812972985397985","0.100512280182116","0.0664748126053608"
"cc","1.04095495310438","2.01931785234531","3.01433314576793","0.991133253862035","0.0440431273276021","0.0470790716231083","0.0324848566442495"
"ipw","1.04580079387244","2.01945781038268","3.0187379771595","0.991168850967206","0.0445275558194683","0.0485912705801803","0.0338713737095622"
"ipw-hat","1.04663384760049","2.02957177482065","3.02640550058664","0.991298302994087","0.0458719213829478","0.0523164059456048","0.0369376226207828"
"ipw-hat2","1.04665652381716","2.02950371025278","3.02651394807087","0.991300506234603","0.0458712264226474","0.0523006278857236","0.0368754599254303"
"acc-lambda","1.03372327004167","2.01612230463687","3.01286875574249","0.991165045152944","0.0429740443904606","0.0455974137284015","0.0308009979455092"
"acc-lambda-hat","1.04301246081976","2.02088800525419","3.01882663100209","0.99115540821038","0.04391038751476","0.0468750602127216","0.0319905129981169"
"aipw-lambda","1.0386853563542","2.01560866151121","3.0163244408817","0.991148699952985","0.0432461193795403","0.0460399711602199","0.0308925100954421"
"aipw-lambda-hat","1.04572744577212","2.03472112221497","3.03286100969559","0.991482842546059","0.0459039416962024","0.0517043521807381","0.0356169241796054"
