"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.03665497943213","1.95650573066677","2.96524378273032","1.00408308849107","0.0318304776067879","0.0350291713315621","0.0248086481458389"
"naive","-0.430048368980276","1.29120001793298","1.71077934251384","2.88301163017399","0.0850152919200401","0.0992491674804728","0.0651370692000696"
"cc","1.04878133617817","2.00046474465998","3.01209809708056","1.03244713442787","0.0459203134500528","0.0520548184974022","0.0361753289230721"
"ipw","1.04435306276772","1.97948134611713","3.01092587772074","1.03265116142722","0.0465509342879113","0.0513531136447478","0.0365709802620122"
"ipw-hat","1.04820120631036","1.96231327032071","3.01239102722213","1.03313481279","0.0486517153054864","0.0542670025481813","0.038321067832185"
"ipw-hat2","1.05157295172471","1.9492867609761","3.0025388026322","1.03355542530666","0.0486986243287546","0.055196346791451","0.0392284716738394"
"acc-lambda","1.04525208530885","1.99511963899183","3.01521570401568","1.03248012313158","0.0443440090514546","0.0507625325067645","0.0339758661549998"
"acc-lambda-hat","1.04928743281034","2.00274947150955","3.01529952682118","1.03245543989946","0.045875610959403","0.0519671427568263","0.0359244882208601"
"aipw-lambda","1.04002155903865","1.97603887584758","3.01494778460181","1.03279019343661","0.0450754955144574","0.050271298826241","0.0341065089957434"
"aipw-lambda-hat","1.04595183277084","1.96865752618519","3.01694919329785","1.03300642795286","0.0486263719013017","0.0539176069706539","0.0378571733534527"
