"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.999911391420699","1.98035102736871","2.99958734007236","1.01253533236901","0.0321527164190566","0.0325651091922427","0.0226691980097911"
"naive","-0.478015300006936","1.55479091082755","1.81803126068838","2.83035987620541","0.0831440801936691","0.0963232081223604","0.0648191673775433"
"cc","1.02587943830052","1.94308335637968","2.96836454247025","0.997220805521075","0.0452423463780338","0.0476788256227127","0.0333437350971644"
"ipw","1.03949596603823","1.93981580341767","2.95969714614324","0.997382260414887","0.0450331645065088","0.0478858164852748","0.034609652919191"
"ipw-hat","1.05391037068995","1.94259969219238","2.96213860795778","0.997660899627244","0.0453641510824716","0.0505528617094209","0.0381090647640197"
"ipw-hat2","1.05411238276832","1.94265794125149","2.96213325572302","0.997667074420666","0.045310498727666","0.0505641362319229","0.0380868496001238"
"acc-lambda","1.02939317112289","1.95014421137915","2.97124347545279","0.997252634956969","0.0444430118296497","0.0465466597774062","0.0315538057829483"
"acc-lambda-hat","1.02931617776143","1.9458867213249","2.97219673257643","0.997240175322506","0.0450163117211471","0.0473142237102356","0.0330831931059208"
"aipw-lambda","1.04272898513155","1.94639421728615","2.96153542513968","0.997441441774911","0.0442908806101351","0.0462477730002615","0.0321444303135244"
"aipw-lambda-hat","1.05458659636223","1.9502121373672","2.973379976442","0.997679817738407","0.0453080304185401","0.0496825573204451","0.0363963232221124"
