"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.03047416228396","1.97952879516111","3.01204283106427","0.948577533215148","0.0300507343832596","0.0296410751330425","0.0220426731979289"
"naive","-0.463608245756542","1.28370193306669","1.64674613220534","3.00862587604488","0.0883696654263287","0.0949313104109781","0.0690268346861509"
"cc","1.05435150048527","2.01951432451846","3.00128197299495","0.937536878772081","0.0435093566342478","0.0436112688292176","0.033946641094735"
"ipw","1.05684139275469","2.02161252577767","2.98961267730811","0.937686678780395","0.0439543730947689","0.0436694566579942","0.0333747257772906"
"ipw-hat","1.0629200795822","2.0296252507347","2.97968450405807","0.938180679887107","0.0454178170234822","0.0454926286813312","0.0340641483263002"
"ipw-hat2","1.06298567043907","2.02980616639178","2.97971451864286","0.938183658961644","0.0453997296556712","0.0454907166567016","0.0340337715773788"
"acc-lambda","1.0483993913856","2.02903097331769","3.01476776036018","0.937699185951951","0.0425899030786422","0.0426515596115392","0.0323010150494307"
"acc-lambda-hat","1.05522344915381","2.01914206678588","3.00691065264902","0.93757118019896","0.0433454373767269","0.0435875285401833","0.0336678830241874"
"aipw-lambda","1.04937780101236","2.03209367572855","3.00369124372793","0.937623410180331","0.0430206268173148","0.0427502459085002","0.0315011629100949"
"aipw-lambda-hat","1.06708459554945","2.03482684033438","2.99385070678992","0.937838680328602","0.0452840699655407","0.0454517595004581","0.0330716709136649"
