"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.976121595832758","1.98135217418801","2.99060032565099","0.996061930233953","0.0316378469755608","0.0319894424036493","0.024747461303796"
"naive","-0.299574562447649","1.32879691149887","1.69875994073948","2.88654496777989","0.0868474977393982","0.099659285805448","0.0681414131823813"
"cc","1.02860104929237","1.93853339496941","2.96301945181745","0.984083962967138","0.044297562493162","0.0435957206618236","0.0365277255357682"
"ipw","1.02773379050424","1.93948321175309","2.97077735797323","0.984137356724636","0.0448517938429117","0.0433100504446175","0.0386205613796659"
"ipw-hat","1.0246423962428","1.94052046360043","2.978212814448","0.984286305109343","0.045695644900408","0.0435005875799994","0.0406805082221478"
"ipw-hat2","1.02463417902966","1.94045484269889","2.97812231178494","0.984284241345886","0.045692824410846","0.0434943049915129","0.0406746481206289"
"acc-lambda","1.02327548163143","1.94355458369744","2.96958528869548","0.984127468031344","0.042896887465089","0.0425915503812463","0.0341816253815722"
"acc-lambda-hat","1.03069826426829","1.9377542753558","2.9637792243168","0.984087829930017","0.0442025326767428","0.0434139956873987","0.0364390310303215"
"aipw-lambda","1.0216839937092","1.94540849317207","2.97897650759993","0.98429383571805","0.0432304219886272","0.041985573699687","0.0355121271490338"
"aipw-lambda-hat","1.02717873697733","1.94003345698252","2.9787477758336","0.984306983776657","0.0455983901868268","0.0433680170774768","0.0405343367995776"
