"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.958811618265607","2.02446995611377","2.98117370166974","0.982922334732317","0.0311036131990957","0.0337287765608234","0.0230875907347682"
"naive","-0.463136843708545","1.31996306265879","1.68900327828535","2.9699141165094","0.0891421721853911","0.0982244165838072","0.0644559080173969"
"cc","1.049497620893","1.95689981308094","2.92756744630005","0.978452099458192","0.0456687663280073","0.0453957433587703","0.0326060530253946"
"ipw","1.04701387256965","1.95082246629739","2.92828311482554","0.978482409626294","0.0461042467139543","0.047174665216198","0.0334462576229758"
"ipw-hat","1.04701932395699","1.94754476043203","2.92670818068073","0.978506395066709","0.0470202085967559","0.049821773569728","0.0350351321807021"
"ipw-hat2","1.04700682992235","1.94766138613196","2.92675687044501","0.978505348252016","0.0470203126174155","0.0498160774130187","0.0350358196945199"
"acc-lambda","1.06118952293191","1.98139541868302","2.91749016616881","0.979182570297321","0.0440945220602389","0.0435783543663536","0.0310150980063672"
"acc-lambda-hat","1.05600587905314","1.96028024153386","2.93643902519268","0.978560051064382","0.045373168166756","0.0452285264818673","0.0318425821151532"
"aipw-lambda","1.05848130830004","1.97738820630864","2.91806898492213","0.978990992139828","0.0445084978021118","0.0451399564289219","0.0315159639649433"
"aipw-lambda-hat","1.05361287889826","1.95497484109663","2.93820618888832","0.978612453518157","0.0467244118141373","0.0495004613586283","0.0336969973540063"
