"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.01462420055041","1.98600017723937","2.98570229631452","0.981851432918465","0.0312182791727035","0.033194527296172","0.0242769839656749"
"naive","-0.386103880672842","1.22999612183586","1.71924959220184","2.86683564322084","0.0837083120339197","0.093779471555593","0.0728836475631162"
"cc","1.04756651814164","1.99488842993035","2.95385176020924","0.966362055964252","0.0432757543298727","0.0443902814928319","0.0341142228137966"
"ipw","1.04313281934605","1.98928022759554","2.964645396788","0.966552321236164","0.0438248914525838","0.0436582218360211","0.0342193078444998"
"ipw-hat","1.03827610394713","1.98475900560366","2.97472195955924","0.967056887868688","0.0449856752325276","0.04365374157783","0.034761705624438"
"ipw-hat2","1.03853265856832","1.9835025707864","2.97372232697935","0.967039456952738","0.044967198913492","0.0436495280961401","0.0347464417473835"
"acc-lambda","1.03202622485493","2.00340465742889","2.95307194262391","0.966544803553467","0.0419492954660341","0.0435871177071827","0.0330618419551147"
"acc-lambda-hat","1.04965291027695","1.99563766662705","2.95452742603909","0.966364962008916","0.0430276552467912","0.044364113107112","0.0340974655549569"
"aipw-lambda","1.02785317213145","1.99559028408894","2.96394946726681","0.966631071352562","0.0424295980083762","0.0430290715677161","0.0331036350051792"
"aipw-lambda-hat","1.04033927499218","1.98591152074176","2.97550747936821","0.967058853237858","0.0446888421445383","0.0435894001265858","0.0347210929574841"
