"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.00604436406139","2.0288688900591","2.99760698802344","1.00056850731439","0.0316461976605202","0.0330087327538351","0.022173363762625"
"naive","-0.384553505224396","1.59647453067211","1.85870904343347","2.98280323364362","0.0830233985091278","0.0974981045306274","0.0687632717311587"
"cc","1.02631903168895","2.02440656033242","3.00116936425375","0.986033872122971","0.0444332930584795","0.0455101525584581","0.0310167255798874"
"ipw","1.02682802830382","2.03258857658988","3.00452146382294","0.986071937842367","0.044586820847477","0.0472641625498386","0.0324719279475366"
"ipw-hat","1.02628078290477","2.03834026113463","3.00537506443752","0.986134429381361","0.0458300104078363","0.049845127447379","0.0345686620924983"
"ipw-hat2","1.02283362187416","2.03293008087302","3.01504090544565","0.986237549611445","0.0460865831309888","0.050315216204319","0.0357088959836352"
"acc-lambda","1.03549519630346","2.02427677744506","2.992228258412","0.986152164296613","0.043179792871615","0.043997171183609","0.0299310653379108"
"acc-lambda-hat","1.19047970804307","2.35131115519495","3.49681299552652","1.25174262506201","0.167451273720987","0.325639349989609","0.486811534785207"
"aipw-lambda","1.03713407987944","2.03219887254071","2.99642639961592","0.986163654561963","0.0432394582861349","0.0454017015128291","0.0311104237069297"
"aipw-lambda-hat","1.44813731898429","2.67667039044734","1.85202670292133","2.2627984982779","0.426372624793488","0.633525747599938","1.11480431095012"
