"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.987111048880166","1.92206859130881","3.02286117400245","0.98287612581022","0.0311173913561083","0.0343123401953536","0.0245941471571395"
"naive","-0.340264086416057","1.17382998958103","1.82092030120059","2.96619923838738","0.0849518595533272","0.103824372691023","0.0753324998316465"
"cc","1.01895901991694","1.93658756374429","3.02267702093109","0.971102314916882","0.0439375975764748","0.0468495610442502","0.0335742905359656"
"ipw","1.02381635132457","1.94812940497182","3.03236198561764","0.971236907732733","0.044220084239656","0.04664394911223","0.0338578729744988"
"ipw-hat","1.02700756934253","1.96544987414395","3.04233398469977","0.97171924449984","0.0456307882497242","0.0483605111981745","0.0355627349533881"
"ipw-hat2","1.02697877655581","1.96504489388438","3.04185276061589","0.971696928534114","0.0456313221007744","0.0482906819047617","0.0355376513975047"
"acc-lambda","1.01893480143473","1.9282090784283","3.01820721594981","0.971140605716527","0.0426809729485238","0.0458692117062242","0.0322209300354888"
"acc-lambda-hat","1.01956502323314","1.93757354540901","3.02510541188467","0.971108587851264","0.0439013509735305","0.0467394806478007","0.033357449848857"
"aipw-lambda","1.02425168970069","1.93969660583032","3.02817257139476","0.971153055183117","0.0427126849057148","0.0455429924325015","0.032029175356023"
"aipw-lambda-hat","1.02565899802744","1.9658927044418","3.04454924940439","0.971783919081586","0.0455917038190834","0.0481119406007155","0.0350128286353277"
