"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.00271196448851","2.00715939621672","2.98521020045231","1.00121352316009","0.0317972767683517","0.032533565178054","0.0234797282339626"
"naive","-0.300323543899832","1.5442702373055","1.72511551678549","2.89993215467391","0.0815588873811391","0.0866192589025181","0.0641859703704246"
"cc","0.999852180019189","2.01427973919962","2.97722064477155","0.966448666438854","0.0449050591652447","0.041904092480437","0.0314403948777059"
"ipw","1.00299637124089","2.01205026521224","2.96938878281058","0.966505460759431","0.0449638058090577","0.0430535746457375","0.0317474235863989"
"ipw-hat","1.00326422757166","2.01132584821448","2.96745917374846","0.966535794540306","0.0456524430422101","0.045672188877401","0.0332361868626574"
"ipw-hat2","1.00325448397921","2.01064479973163","2.96713614158469","0.966540686806537","0.0456513902029685","0.0456597417474655","0.0332243466317295"
"acc-lambda","1.00481362260037","2.01918437167901","2.9797906274459","0.966479590936518","0.0436315065407385","0.0409617750848466","0.030058237216388"
"acc-lambda-hat","1.00356034479169","2.01309313103789","2.97801666265568","0.966458180488682","0.0447005386801159","0.0418391542731562","0.0313903356655303"
"aipw-lambda","1.00817279441278","2.01661582408894","2.97111826613783","0.966523150378429","0.0434666311817285","0.042142190073597","0.0298847817214915"
"aipw-lambda-hat","1.00715568253755","2.00927829143517","2.96848396999325","0.966531901439218","0.0454415251722117","0.0455930039318261","0.0331168851491185"
