"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.0549536487455","1.93572951728065","2.9871335992219","1.00431916522427","0.0317031956012855","0.0329449444246822","0.0230521995959082"
"naive","-0.307656298845124","1.20771247226782","1.76870467500237","3.05766730439341","0.0845191550164361","0.109584091823157","0.0755889863922403"
"cc","1.05975287071941","1.95025217878136","2.98579584318531","1.01521297215898","0.0459085872280136","0.0462302893686439","0.0329544294028944"
"ipw","1.06294062169487","1.95358310891447","2.98285707993946","1.01523700161932","0.0457072942599157","0.0456316921310776","0.0335663977084719"
"ipw-hat","1.06619842886597","1.95664858914352","2.98174786639074","1.01528311302911","0.045669222368034","0.0453160492934406","0.0341717181759685"
"ipw-hat2","1.06622793390966","1.95674129275343","2.98175079618806","1.01528413200376","0.0456660349082218","0.0453308373811062","0.0341759411030749"
"acc-lambda","1.03580018221967","1.95327012267986","2.99566586249801","1.01552474219739","0.0446002312203256","0.0451766018252712","0.0319232882351474"
"acc-lambda-hat","1.06293911159902","1.95224697907612","2.98873848835575","1.01522870171974","0.0456252521222129","0.0460792519913507","0.0327392524840481"
"aipw-lambda","1.03735224269483","1.95628876679638","2.99284262456734","1.01546348335481","0.0443523415942563","0.0446381610370407","0.0325929992403562"
"aipw-lambda-hat","1.0686900330933","1.95904281010656","2.98515751143731","1.01529899938866","0.0454015724030709","0.0452038100827759","0.0339507135459251"
