"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.02978845835836","2.02764192548626","3.01678554125575","1.02190228771092","0.0323207194344425","0.0341970040907773","0.024153346448197"
"naive","-0.459557694120709","1.48486657669155","1.79572017002385","2.96311072010722","0.086957838781185","0.103276385515209","0.0674417440671156"
"cc","0.953558692787228","2.03819238197629","2.99513078822282","1.02901571109163","0.0485007562912811","0.0530195762988472","0.0360477379835037"
"ipw","0.958733907448769","2.02459147372166","2.97836460336092","1.02926524747612","0.0493467109448393","0.0546956420977477","0.0366241634439519"
"ipw-hat","0.960643264123059","1.99993330794034","2.96440001102994","1.03004090722512","0.0516432794406197","0.0571961038225869","0.0396120366016578"
"ipw-hat2","0.960751354938386","1.99951977099763","2.9644387663835","1.03004789051307","0.0516395465767203","0.0570853599979903","0.0395844443600654"
"acc-lambda","0.944993947090671","2.04820359845976","2.99842898378385","1.02908368737537","0.0470858652454907","0.0514070484832097","0.0342272215861617"
"acc-lambda-hat","0.954137828530185","2.03912278441375","2.99530875283983","1.02901628866733","0.0484526713082688","0.0527573145530516","0.0360135615153252"
"aipw-lambda","0.948515892164593","2.03489035773709","2.98280697675187","1.0291772002935","0.0476401594444756","0.0530547172241182","0.0346264266362897"
"aipw-lambda-hat","0.960717183802213","2.0010690251401","2.96624209208806","1.02994465993402","0.051636281530423","0.0569068958569098","0.0393588713646547"
