"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.930019082544324","2.02377700506043","3.01739008464759","1.00811663724942","0.0319368741210332","0.0335940493940676","0.0237489410464634"
"naive","-0.333016159668238","1.24357079621647","1.68543492407544","3.01108793705016","0.0835182880868024","0.105648943373907","0.0740922153390479"
"cc","0.945568578170233","2.03279530397463","3.02606286618133","0.98748379820661","0.0449705017047231","0.0462487851462055","0.0313141756494638"
"ipw","0.956342435315575","2.03330868825989","3.0308001657371","0.987576561551357","0.0465683598170044","0.0461383599045188","0.0341697165679212"
"ipw-hat","0.9636602421046","2.03563465382416","3.03332043129443","0.987729566289693","0.0492939480378479","0.0481917300839379","0.0386360281275642"
"ipw-hat2","0.964242496793673","2.0370395404704","3.03427494642809","0.987760032238579","0.049285613729059","0.0481223006862081","0.0385994147368954"
"acc-lambda","0.94582590562589","2.01060282199562","3.01423021468184","0.987757250373046","0.0437874433548066","0.0449918316622561","0.0302203270384871"
"acc-lambda-hat","0.946463152853591","2.02909091704112","3.03027886513751","0.987517892697585","0.0449061197506143","0.046058270389831","0.030948010197694"
"aipw-lambda","0.959434615029158","2.00455221740689","3.01353265249218","0.987936367560754","0.0450801656802323","0.0437861609901462","0.0321750753830403"
"aipw-lambda-hat","0.961263949546173","2.03434769130195","3.0385752983243","0.987810915330666","0.0493688863219634","0.0479941304650343","0.0379360664898812"
