"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.975732394749903","1.94731142875839","2.98853919334419","0.986316757016962","0.0312146948342571","0.033258294360725","0.0253377926702627"
"naive","-0.39612480190334","1.40385770202632","1.79274304971514","2.79630855138581","0.0803099352179866","0.0935647147849875","0.065495826006685"
"cc","0.987254383057773","1.90362701902874","2.98958064234441","0.999595692536075","0.044389378605463","0.0494058742510578","0.0362435579237955"
"ipw","0.988685913087916","1.89973695249218","2.99204575045719","0.999612924937071","0.0450014091157835","0.0510275283378106","0.0372063824117996"
"ipw-hat","0.986814343260579","1.89779569874306","2.99183462135108","0.999620035296853","0.0459063370339293","0.0543775860159216","0.0394733981768961"
"ipw-hat2","0.98683529952094","1.89780742277481","2.99184479750512","0.999620026787824","0.0459055764165314","0.0543755264145522","0.0394732008515913"
"acc-lambda","0.988101593104226","1.90017277434076","2.96066783599381","1.00035155216645","0.0428493202543662","0.0479197019397093","0.0349231450102808"
"acc-lambda-hat","0.995266771503903","1.90429105065807","2.97513546371564","0.999815066189854","0.0442854390855818","0.0491208482998887","0.0355474290834023"
"aipw-lambda","0.990176500068043","1.89671415031571","2.96310190514482","1.00021220804342","0.0432634821578348","0.0492655175849133","0.0356121793427977"
"aipw-lambda-hat","0.997312253785888","1.89924951502475","2.97374358964865","0.999852116503372","0.0457237707918682","0.0540164881894118","0.0384588843490396"
