"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.949342829578333","1.96791385004446","2.96302977566822","1.01944151832287","0.0323315104659897","0.0336438907373262","0.0267947748909603"
"naive","-0.529160354074257","1.41760633230919","1.74483755624526","2.88746662574695","0.0794799974711893","0.0976643285543935","0.0635685793825893"
"cc","0.89124127386415","1.94025987922458","2.97538283010478","1.01303741038","0.0447726895106935","0.0457685362222444","0.0356819035021395"
"ipw","0.889776946124889","1.92782004753455","2.97015826895624","1.01311655562555","0.044928822623813","0.0479978407097815","0.0369590437402682"
"ipw-hat","0.894193807641513","1.91840974301336","2.9606206016069","1.01335331507766","0.045979033097852","0.0543460784699848","0.0407454615538979"
"ipw-hat2","0.894185281530758","1.91834045874461","2.96062590899178","1.0133542840465","0.0459638577653569","0.0542766364955094","0.0407023649807111"
"acc-lambda","0.90576227296857","1.94738075469881","2.98051660559649","1.01318175774745","0.0437545130277133","0.0443419045687974","0.0344918573069895"
"acc-lambda-hat","0.89242249309577","1.9405017841753","2.98006207334263","1.01306045385263","0.0447286829301108","0.0457515044739827","0.035347561324722"
"aipw-lambda","0.903139627443168","1.93626443916589","2.97662180179715","1.01311941058519","0.0440691965654129","0.0466044703145639","0.0357328584770155"
"aipw-lambda-hat","0.895919590337992","1.92278442289088","2.96676525588863","1.01320749163","0.0459517587795408","0.0542226640827259","0.0402238250487873"
