"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.971091873168709","1.93317781175029","3.0155857780199","0.996113801589708","0.0315576555166526","0.034441409099614","0.0241889152335399"
"naive","-0.327803392492291","1.37593659846949","1.74084254312575","3.05780253044881","0.085313581580798","0.0988937386239135","0.0772511336749237"
"cc","0.998188819765854","1.96408373306097","2.98634493172393","0.989339048357875","0.0458386811228725","0.0496674341406723","0.0366061534219687"
"ipw","1.00586600369736","1.96068289459393","2.98672564911543","0.989376987605396","0.0472306792166918","0.0507291349573093","0.0372981256877578"
"ipw-hat","1.01988497592412","1.96063086220755","2.97779842204364","0.989588529535422","0.0531676211736418","0.0550353839891866","0.0408544271480647"
"ipw-hat2","1.01861807948635","1.96148854448144","2.97889873321863","0.989555478340701","0.0531548404126872","0.0549913816026502","0.0408635818182374"
"acc-lambda","0.982253041899858","1.99074895691374","2.99631319289971","0.989752620908785","0.0445444971884954","0.0473163398342346","0.0354666026717305"
"acc-lambda-hat","0.99441975736997","1.96732470045542","2.99366792116504","0.989387072329525","0.0458072116403229","0.0493932526652664","0.0360094796081118"
"aipw-lambda","0.988625829469639","1.98780133172717","2.99484562785211","0.989619091439417","0.0458777161477407","0.0481470225116885","0.0363355443576154"
"aipw-lambda-hat","1.00825346827309","1.96198026446052","2.98388055234736","0.989389093832543","0.0524391607347608","0.0547745617855064","0.0406147549341716"
