"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.964769996711575","2.02039035639229","3.01289283152839","0.945704512079526","0.0301484442419735","0.0344500229536873","0.022236457649047"
"naive","-0.566202245685225","1.25979381126581","1.71656706915045","2.95338926931084","0.0835180921970669","0.0998286493712806","0.0719018494903142"
"cc","1.00450919611884","1.99140179854479","3.0177419017385","0.903898138061447","0.0404326054251117","0.043993884989061","0.028296530644169"
"ipw","1.01016324365936","1.99272124586896","3.01766249350854","0.903916174342993","0.0405725272931659","0.0433938650931805","0.0270365562972994"
"ipw-hat","1.01396735683245","1.98851876416345","3.01401436031355","0.903959470377406","0.0408637861903173","0.0436885738610743","0.0262267119224644"
"ipw-hat2","1.0140790234519","1.98853689598081","3.01391763394048","0.903961129422332","0.0408555330312963","0.0438133549667685","0.0262137363066753"
"acc-lambda","0.996950160865784","1.98801723263769","3.01634780547259","0.90393489211354","0.0396885148570454","0.0432447450119307","0.0280408991964655"
"acc-lambda-hat","1.00682227332321","1.9921695626038","3.01976788014479","0.903905638597087","0.0401947467694603","0.0438367033358215","0.0281068891429252"
"aipw-lambda","1.00234712494295","1.98878076431388","3.01545374316424","0.903907239624715","0.0398346284635581","0.0425167475594289","0.0268124410080104"
"aipw-lambda-hat","1.01534162443636","1.98847656425794","3.014736746618","0.903971366938415","0.0406974588568545","0.0436996885856886","0.0261215732921121"
