"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.04961555505922","2.01820891804728","3.01173448109552","1.00283987692356","0.0316078952829859","0.032531459029815","0.0248549953951745"
"naive","-0.182712767070534","1.50095271094429","1.74438686921686","2.93052562876087","0.0815337828361068","0.0909733746306663","0.0733732439604392"
"cc","1.07683195553596","1.97577222018218","3.00512527861478","1.00038841640313","0.0448120416412861","0.0454912441083638","0.0363473666209359"
"ipw","1.08170437922163","1.97167748594938","2.99185298983654","1.00052903133164","0.0444847988787576","0.0460746479997781","0.0359625763774458"
"ipw-hat","1.08885154629812","1.96963472377776","2.9783861344771","1.00098196491168","0.0449088211568365","0.0469459232243003","0.0363526851249833"
"ipw-hat2","1.08881146062924","1.96963196035816","2.97844781605783","1.00097904230728","0.0448971175358662","0.0469560405892684","0.036317874172074"
"acc-lambda","1.07328061466194","1.9797065730536","3.01562322698547","1.00047503919667","0.0438988741603509","0.0445311150404156","0.0351958148157422"
"acc-lambda-hat","1.0765800085791","1.97757110182605","3.00858447299926","1.00039780800036","0.0447749246466588","0.0454252387617266","0.0361110771550738"
"aipw-lambda","1.07701367083467","1.97553072889591","3.00123864051786","1.00040167344323","0.043542414617124","0.0450567869644298","0.0349895564092858"
"aipw-lambda-hat","1.0884954258186","1.97229341851251","2.9825690411322","1.00083100150247","0.0448732524291409","0.0468753295321259","0.0360766252469851"
