"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.05186808189364","1.99770018581747","2.97243510477165","1.02166864094507","0.0324649017460085","0.0365631509130064","0.0228811132466907"
"naive","-0.442911528479571","1.2293412677425","1.77645220046987","2.97251876623155","0.0826294910425197","0.100908677983062","0.0658445130240602"
"cc","1.06871844478526","1.98899089851638","2.93674288114868","1.02801331682817","0.0460745407427928","0.0515365754886107","0.0312533134540094"
"ipw","1.07813929316652","1.97917883932065","2.92607119072037","1.02815816605059","0.0462320665867694","0.0516043433619088","0.0302911112882724"
"ipw-hat","1.08454405943017","1.97002344072017","2.91602076374432","1.02852489900452","0.0474860734498337","0.0536202366536885","0.0303335127790489"
"ipw-hat2","1.08450222760991","1.96971311189355","2.91600919595525","1.02852691621187","0.0474855968319095","0.0535456164393434","0.0303444106142455"
"acc-lambda","1.05475481582839","1.98929740004545","2.93524363510864","1.02811478710674","0.0448697257576953","0.0506251074014795","0.0303255410327669"
"acc-lambda-hat","1.07546654048188","1.99602417614865","2.94394430864528","1.02809562960675","0.0461945872428319","0.0514028696984708","0.0310908343559335"
"aipw-lambda","1.06329491439279","1.97860049969913","2.92399551145971","1.02819799230971","0.0449376534928534","0.050749085314373","0.0294345574827409"
"aipw-lambda-hat","1.09713763196177","1.97443152643868","2.92173862246998","1.02858023003797","0.048177487905098","0.0533715571600426","0.0299972882979569"
