"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.04257473507549","2.1477874639559","3.07186175454152","1.02033748890571","0.101520515238896","0.119813940216413","0.0599584820535007"
"naive","-0.488209293226892","0.821964277745337","1.24998296155924","3.57830248632483","0.332835493412798","0.404999900672511","0.182651528739371"
"cc","1.07856019044352","2.1734759217749","3.06547241444084","0.998801909375241","0.143475878344973","0.162405199904561","0.0857212353885801"
"ipw","1.0786644011579","2.10356714840232","3.08639450475571","1.00212592928546","0.146534556208377","0.174472035636367","0.0866919380910288"
"ipw-w","1.0896846941628","2.08220058355536","3.11499570889288","1.00799186854977","0.146602577713585","0.167936966188647","0.0922324954799894"
"ipw-yz","0.954807280385691","2.15778151894798","3.1056949507001","1.00737501738029","0.150758996743228","0.170706572056665","0.0917675463055638"
"acc","1.06338940425923","2.23003980053319","3.08891549361807","0.9998939674681","0.137889197701298","0.160196901077368","0.0850787319807467"
"acc-eta1","0.980415083246399","2.35222306738872","3.17099227721201","1.01507729482272","0.146587637819574","0.166610716005077","0.0992805571079822"
"acc-w","1.01354756675107","2.26833802371554","3.10002604302142","1.00352603188147","0.14785188077551","0.168555388192757","0.0908512840338278"
"acc-eta1-w","0.857832421588599","2.41361127984149","3.1903545039217","1.04014463518864","0.173434056614105","0.193055842837231","0.11643437338068"
"acc-lambda","1.05268579943569","2.22924733009972","3.09069869470759","1.00009767408744","0.135403002764577","0.156879436103738","0.0824761835514626"
"acc-lambda-w","0.984692548914658","2.19284303722025","3.11117727474926","1.00422179957045","0.135636493942762","0.157091763472563","0.0844125454085092"
"macc","1.04436546346549","2.24489693071649","3.09703880562788","1.00094544295947","0.137959386037901","0.154715161614574","0.0840895758934364"
"macc-eta1","0.961379928014908","2.35230774080135","3.18331081146544","1.01820489169083","0.146317734305295","0.166225633829359","0.098756061185978"
"macc-w","0.927853302006225","2.26100475462358","3.09784595640328","1.0121971887936","0.151438404666325","0.171833025405177","0.0906826481603409"
"macc-eta1-w","0.857832421588599","2.41361127984149","3.1903545039217","1.04014463518864","0.173434056614105","0.193055842837231","0.11643437338068"
"macc-lambda","1.03529370430952","2.22148864243747","3.08540546105761","1.00040429454517","0.137361177233932","0.157665553074373","0.0828540318595016"
"macc-lambda-w","1.02220357809833","2.21328424064805","3.09757113182488","1.00107097341897","0.140874623460572","0.157020568049046","0.0847416873778542"
"aipw","0.985160088626381","2.26358190025291","3.16789727098298","1.01052097411855","0.140186452422503","0.163454536693973","0.0905526013927861"
"aipw-eta1","0.990682322224041","2.26147713456514","3.17748106176599","1.01169101143193","0.146325321679311","0.177494517425176","0.0981633903381673"
"aipw-w","0.825717130145229","2.28106432745117","3.22094308297895","1.0433454750938","0.156061670983618","0.175429899481685","0.100254581762142"
"aipw-eta1-w","0.926888886797542","2.29929000065229","3.21961377680606","1.02630825735952","0.155262689434283","0.179429574321779","0.102825745110355"
"aipw-lambda","1.02271888599582","2.1494997324924","3.10507272158779","1.00232673786922","0.139704964675066","0.172146629889422","0.0850474799200093"
"aipw-lambda-w","1.04221000968711","2.11157760658409","3.14605355930565","1.01063793381228","0.141817458555425","0.157465073356676","0.0896586788065173"
"mle","0.991595831169039","2.24879848911364","3.12568857560162","1.01285846576823","0.13318906330048","0.151819852587005","0.0888260130806277"
"mle-w","-0.349055023801011","1.45451553617533","2.47830454871999","2.56926541931336","0.294292401218348","0.351219507208574","0.282397559550594"
