"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.03790778565564","2.02913656744544","2.87063973076685","1.0068264879425","0.100767111914657","0.101834051867371","0.0688143266839522"
"naive","-0.0140768852090519","1.55512377044611","1.61645570683355","2.91239593601077","0.256000181531605","0.305975925798953","0.215798196500237"
"cc","1.12542528858484","1.9587772602064","2.82942938317724","0.973044205665515","0.137038950810374","0.114218846020249","0.0761902470038042"
"ipw","1.13327261711168","1.91138208020752","2.82041721581237","0.974399092734039","0.130078489807898","0.106387597967696","0.0739107516685859"
"ipw-w","1.13544562673576","2.00501284629925","2.90535454600127","0.979855531485641","0.187072799749575","0.124621522652188","0.114598892949508"
"ipw-yz","1.01996400269203","1.92921420769438","2.84180372610674","0.978933504614056","0.148414921060992","0.123178471156461","0.0807500320351062"
"acc","1.13182818051673","1.94413146128564","2.81801703004502","0.973268137214756","0.131556121133962","0.114724618678478","0.0759045784324379"
"acc-eta1","1.13211122707251","1.93602119092478","2.82439069110541","0.973373754190699","0.139359312859709","0.12959528486683","0.0818097846621702"
"acc-w","0.931488514548332","1.95271806601325","2.79506430407654","0.995405327051853","0.144213912283354","0.12880086445051","0.0904318584108957"
"acc-eta1-w","0.721474823459787","1.90726436237477","2.81783135409131","1.05484750106111","0.167134488384316","0.147896530624353","0.124403142527914"
"acc-lambda","1.12677183400821","1.95277070888155","2.82700555882161","0.973068255473646","0.131646199602582","0.113580997584299","0.0741282693159794"
"acc-lambda-w","1.00995101189984","1.92872799426286","2.8236031664997","0.980335686728808","0.131871141123019","0.116680682526178","0.0746045778697833"
"macc","1.12198022007617","1.94929020908972","2.83069424713238","0.973108035048878","0.13421846011012","0.114868026498765","0.0759041436650351"
"macc-eta1","1.14466809263762","1.91253231207214","2.83369962033023","0.974739690874128","0.149133289297663","0.14327738780761","0.0832842706284986"
"macc-w","0.757244335828878","1.89627418185698","2.75705543084563","1.0526882828275","0.15971024361198","0.134587812286246","0.116729293799425"
"macc-eta1-w","0.721474823459787","1.90726436237477","2.81783135409131","1.05484750106111","0.167134488384316","0.147896530624353","0.124403142527914"
"macc-lambda","1.11013908190927","1.95739117346932","2.84095277890649","0.973265623863228","0.131295213568418","0.114305146349076","0.0735374910789942"
"macc-lambda-w","0.972153646903611","1.93376871056399","2.84731091516277","0.984796267513597","0.133776855312166","0.1204136070233","0.0759318466393836"
"aipw","1.12132075770517","1.90227778817731","2.84521958918405","0.975590970366805","0.130383192655264","0.11550275935462","0.0760266661923122"
"aipw-eta1","1.14749813965372","1.87329338594286","2.83025238862348","0.977962470596138","0.133476075285008","0.126522189690982","0.07646534231423"
"aipw-w","0.594823411023527","1.96008718884468","2.9754440872888","1.10825545550513","0.187052977997633","0.169543406057171","0.128442591123179"
"aipw-eta1-w","0.816687664128934","2.01595577124143","2.9493037631498","1.02618262829416","0.174552104352757","0.164764232212943","0.115327220694104"
"aipw-lambda","1.11073532226048","1.91693319753678","2.83485476575236","0.974276393181867","0.121715121655658","0.104798567555132","0.0708690390527162"
"aipw-lambda-w","0.824452374937387","2.00578042436771","2.98973634776635","1.03163029465462","0.169213268420203","0.142051584016654","0.107152332712584"
"mle","1.13746378907932","1.95536003316042","2.80054662050413","0.97498461515228","0.125660855247958","0.10859377906452","0.071468546434172"
"mle-w","0.446839984049945","1.79175654414854","2.71595052415143","1.43110183662997","0.212828417437736","0.163554589928214","0.124649994525036"
