"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.961002929986229","1.93893338049734","2.99582113634881","1.03079128592299","0.0596335478305846","0.0555052819306527","0.0445111555418138"
"naive","-0.206127560235695","1.20240174669275","1.79393193260198","2.82281013936735","0.151743882724568","0.182283190576235","0.15299346408526"
"cc","1.02042108568848","1.8680943288911","3.00584381046328","1.08477853728376","0.0900038171286962","0.08132848768077","0.0660733336490589"
"ipw","1.03619032001396","1.86510042716396","2.99645211667457","1.08492798672423","0.0923257832042568","0.085608932698467","0.068954506613344"
"ipw-w","0.986627716534557","1.80198428433746","2.97255615361124","1.08746095448549","0.108520501022218","0.0993598005600631","0.0804294657575637"
"ipw-yz","0.953074194396352","1.86435816907761","3.0103061103806","1.08684337556103","0.0932211227252774","0.0842257254463628","0.0696142053352177"
"acc","0.991795750417088","1.88774687377918","3.02884057355893","1.08541513192975","0.0871887097818177","0.0800310817520116","0.062561495481923"
"acc-eta1","0.957891173222162","1.92631631245438","3.05010224314869","1.08786549096745","0.091111389324763","0.0870986390298331","0.0669047430184181"
"acc-w","0.853403801173208","1.94065603779273","3.08325092126763","1.09932567166818","0.0975400303594606","0.0947327752258402","0.0703293648292054"
"acc-eta1-w","0.691344736866782","2.00256306215693","3.14944379324314","1.1388398492302","0.123974135592482","0.130713915839535","0.0875424766282667"
"acc-lambda","0.987499653450052","1.88292132306373","3.02783890020454","1.08547290836388","0.0869737575945101","0.0788246544206378","0.0624267335260918"
"acc-lambda-w","0.932176928401009","1.88673005971153","3.02910068233856","1.08830113686562","0.0861765362957731","0.0799105331635818","0.0628681646737459"
"macc","0.986526867456499","1.8876761602632","3.02462190929569","1.08545541303708","0.0871854719428986","0.0790883253011622","0.0627605968017403"
"macc-eta1","0.952782903851737","1.9276533638258","3.05347424437485","1.08827758399715","0.0922239106865937","0.087925804012733","0.0677513743677556"
"macc-w","0.777578081248941","1.91897097871083","3.07289297849292","1.11128890168758","0.101780560384732","0.0981539932364262","0.0736230523879071"
"macc-eta1-w","0.691344736866782","2.00256306215693","3.14944379324314","1.1388398492302","0.123974135592482","0.130713915839535","0.0875424766282667"
"macc-lambda","0.992352502312284","1.8829342744393","3.02205332595434","1.08524460862758","0.0875496600594579","0.0792711720816167","0.0632443165695681"
"macc-lambda-w","0.929340000757905","1.91997208015764","3.06239946682487","1.08993695087714","0.0885532400344903","0.0801338561002686","0.0629635883871708"
"aipw","0.97710297811581","1.91439394099996","3.02482383165403","1.08626731411814","0.090714181111958","0.0869252792839102","0.0687806361285572"
"aipw-eta1","0.981717459221132","1.91647122326053","3.03450054155249","1.08627553090978","0.0928213774893011","0.0905246511799492","0.069960026286893"
"aipw-w","0.612219890293587","1.941096593776","3.14076455655196","1.16003394339049","0.111798344695792","0.111205454805478","0.0838364301373195"
"aipw-eta1-w","0.719070977653143","1.95762966657861","3.13728703598525","1.12954652579863","0.108209237449681","0.111531061997588","0.0801855582325847"
"aipw-lambda","1.00619475776008","1.8803596427688","3.01241882687061","1.08491343385517","0.089794369527978","0.0840450743546495","0.0669210545585465"
"aipw-lambda-w","0.801498658755196","1.94981015662926","3.10193184801276","1.10889089178022","0.0996274549247643","0.0897976053414253","0.0708738150750604"
"mle","1.00238780385865","1.90295665665641","3.00964600332466","1.06456250552333","0.0779117877945368","0.0740420356464767","0.0577023340690853"
"mle-w","0.232058564118654","1.57178876535425","2.78870011847954","1.71886562411184","0.137514360324942","0.159029102693521","0.142681294479797"
