"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.927095523154677","2.00300379077741","2.99340427931274","0.944430096531447","0.0549407332516492","0.0621707214625532","0.0437626219576005"
"naive","-0.438824959162872","1.305041985895","1.77499783882688","2.80187482201337","0.14907987517392","0.183045298605856","0.106163896353987"
"cc","0.85140972764184","1.97950059416685","2.99335177774531","0.937196107059523","0.0775208584993205","0.085861279268428","0.0548033499786571"
"ipw","0.856192650087857","1.97959512548377","2.98287192461264","0.937311975998943","0.0756536250611309","0.0820041617820654","0.0522538668606946"
"ipw-w","0.925199489514548","2.05557797778249","3.03568760917857","0.944014379281938","0.0972493832154162","0.0968701219961256","0.0574625764337632"
"ipw-yz","0.801982029420609","1.97553835748289","2.98407438046858","0.938646424630009","0.0756234990903282","0.0837630038133121","0.0528006815205522"
"acc","0.851165090382697","1.97576772158286","2.99245973694149","0.937201364816767","0.0756493009535101","0.0858844307768021","0.0528808642899936"
"acc-eta1","0.839549583981362","1.98202397701663","3.00349770645241","0.937349765104951","0.079622516500676","0.0937622312892418","0.055284028255875"
"acc-w","0.690287464583519","1.95938627891106","2.96745680261473","0.952395665801099","0.0834342947643636","0.09233962547251","0.0637624120652273"
"acc-eta1-w","0.530703880044688","1.9518946175388","2.96769671271904","0.993097835102944","0.107596296246395","0.118905058740233","0.0863164052632715"
"acc-lambda","0.851237344254507","1.97748569707099","2.99305957665141","0.937197653403059","0.0753290571414611","0.0852052575148408","0.0524899943046413"
"acc-lambda-w","0.771334790342241","1.96770929000925","2.97795599597366","0.941077937497885","0.07459403110193","0.0838616618001722","0.0513934544615178"
"macc","0.855572298724694","1.96789108817604","2.99365758865889","0.937253734873677","0.0756267902151211","0.086297900282384","0.0525581444248086"
"macc-eta1","0.841513716938039","1.98122833769919","3.00078504625844","0.937289716683173","0.0797568028792712","0.0944937188636551","0.0552152233196395"
"macc-w","0.625089975632534","1.92408607859456","2.94013101522066","0.969749758958572","0.0873528918145789","0.0955185899266994","0.0674224688542958"
"macc-eta1-w","0.530703880044688","1.9518946175388","2.96769671271904","0.993097835102944","0.107596296246395","0.118905058740233","0.0863164052632715"
"macc-lambda","0.848810387140387","1.97995999096914","2.99561792102225","0.937203731825328","0.0758830267361467","0.0854922881837644","0.0527686625909699"
"macc-lambda-w","0.77125902998889","1.96699307740604","2.99424434700784","0.940815510229384","0.0756315864438028","0.0848263729314037","0.0531369801089216"
"aipw","0.857224566085514","1.96706706570655","2.99024068433378","0.937258941749822","0.0762240176999736","0.0880869731526246","0.0508611864825249"
"aipw-eta1","0.848648514812228","1.97967529706729","2.98629838687834","0.937251362662137","0.0767394221783496","0.0889845581646997","0.051461719439036"
"aipw-w","0.580257225418228","2.06216596892641","3.08018679127842","0.97765842272919","0.100805304516429","0.114163482758164","0.0561611545673067"
"aipw-eta1-w","0.670530488122193","2.09677351771799","3.08567706638044","0.959668953917929","0.0973856515798491","0.110268579508565","0.0570446466993102"
"aipw-lambda","0.85340393863137","1.97957255254884","2.98382343966457","0.937285980944912","0.0743597962188738","0.0818035564482148","0.0502560706778715"
"aipw-lambda-w","0.78937646533071","1.99939465391207","3.05780220166973","0.942447656168621","0.0914297386385301","0.0915038640221954","0.0507198781659581"
"mle","0.895464901992043","1.92871698471694","3.00208766561885","0.948750053272897","0.0705638384178711","0.0799726233945194","0.0496548652713718"
"mle-w","0.0543434497371672","1.60587803604737","2.71237481287912","1.75157300082793","0.144622791972872","0.15822753039491","0.15366104696361"
