"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.0448672668368","2.03807201912457","3.04343164774433","1.02591802410958","0.0592679566997737","0.06011083776139","0.0455947296768237"
"naive","-0.622007521527028","1.37712117392642","1.73050321181281","2.99314546865995","0.163442606565987","0.198831848765081","0.126878390411215"
"cc","1.10878582511524","2.12472398314691","3.10942444098559","0.934385056708507","0.0800967337587437","0.0915840704593036","0.0626382505492085"
"ipw","1.10743015255272","2.13818905543262","3.12333573094956","0.934589283610056","0.0812127771069977","0.0945398123157459","0.0621317557192044"
"ipw-w","1.03349702049407","2.12961388895249","3.15673814575198","0.93956911321237","0.0932573351673303","0.100447614745457","0.0762253097494739"
"ipw-yz","1.05188717278664","2.14717972909593","3.12843827608513","0.936614259434082","0.0810768745820605","0.0934290672012868","0.0630518407572596"
"acc","1.08502659885697","2.10959697755014","3.09232904662935","0.934960932325616","0.0766934837006336","0.0878176513245639","0.0576613815730924"
"acc-eta1","1.06262670159399","2.09585263817989","3.07916157705805","0.93639892374911","0.0775354288403203","0.087594125329598","0.0592095805540669"
"acc-w","1.0355018741524","2.0730900053354","3.10169302148422","0.93821651145471","0.0825944765509902","0.0958699191061418","0.0615553080135025"
"acc-eta1-w","0.946047833776537","2.04655159604673","3.10200132450933","0.950435156276687","0.0981057501528934","0.110465720334314","0.0764575991034405"
"acc-lambda","1.09419839269078","2.11373939947188","3.08874025412065","0.934882073343053","0.0758498511015234","0.0867018972523088","0.0569193002284907"
"acc-lambda-w","1.04917815183898","2.13066668334351","3.10487180114322","0.936359901766493","0.077248217913207","0.0879697886747419","0.0565103168687979"
"macc","1.09456277674807","2.10788734855898","3.09571738053799","0.93470727701122","0.0764357352722782","0.087842852802132","0.0584856476195247"
"macc-eta1","1.05770246351526","2.10220116535507","3.0833696578542","0.936392589545095","0.0777148268496818","0.0871626939717604","0.0597564034815389"
"macc-w","0.985613325691562","2.07078627745698","3.09017407620959","0.943405941738745","0.0843620577985403","0.0978473890285363","0.0644117333931164"
"macc-eta1-w","0.946047833776537","2.04655159604673","3.10200132450933","0.950435156276687","0.0981057501528934","0.110465720334314","0.0764575991034405"
"macc-lambda","1.08199688013142","2.11901886259676","3.0894020552671","0.935133741437477","0.0760046757146847","0.0865378848986201","0.0576637689194248"
"macc-lambda-w","1.06833789054184","2.1317975631763","3.11453225175173","0.93531199536367","0.078370744691553","0.0897242766033964","0.0588352920136545"
"aipw","1.08070623294162","2.10624143810098","3.09861294808416","0.934974487289227","0.0767499549819782","0.0891600753165229","0.0574422686488311"
"aipw-eta1","1.05643154699876","2.11353718773175","3.09359311555807","0.936055839162808","0.0779351961829126","0.089299832862601","0.0570011088776652"
"aipw-w","0.820015001252042","2.06600248554511","3.16731117435728","0.983108264915932","0.0969626517565206","0.10836827202911","0.0751165219556572"
"aipw-eta1-w","0.893856992408002","2.06147619393568","3.16874045745081","0.964829648558091","0.0956115666376705","0.10764106962564","0.0711123481534026"
"aipw-lambda","1.08012610607149","2.12645212833285","3.09970914223983","0.934934229777931","0.0770326848969918","0.089069669974578","0.0567510733196002"
"aipw-lambda-w","0.962994684451789","2.14348407795607","3.18140726543432","0.950519611314129","0.0886260672445532","0.0993178110156522","0.0677007497926917"
"mle","1.06782379151359","2.07588859525349","3.07614285003794","0.93067435984478","0.0716605693466874","0.078343821723017","0.0559194202277483"
"mle-w","-0.0482755387832552","1.638437136073","2.64646058113714","1.9411084541568","0.160548010689333","0.161928922777157","0.127788069681708"
