"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.99522839097104","1.93092276296155","3.00174670247625","0.947825173247805","0.0547564294755508","0.0568245914367573","0.0378487544949991"
"naive","-0.201179619055541","1.04280697819766","1.80481978483109","2.79447730206397","0.14775811818383","0.198372690376078","0.116548972433038"
"cc","0.998753870694523","1.79614802530606","2.98444815288959","0.957606858617183","0.0785975143501744","0.090420608468827","0.0567104826108295"
"ipw","0.98419372539631","1.77265833611855","2.97258902815841","0.957971260021558","0.0776088566112751","0.091641047509729","0.0576636560879752"
"ipw-w","1.05670004086611","1.78554627611712","3.00128185386986","0.960135074206601","0.0922849961142024","0.111044866615946","0.0685775867889274"
"ipw-yz","0.930498614778333","1.77906099116235","2.97443730034155","0.960308087597632","0.0775013420024448","0.0904155977744047","0.0570174168974812"
"acc","0.997081419164762","1.83121955989854","3.00353626108178","0.958117052436935","0.0757395427357668","0.0820248429990564","0.0524861010276837"
"acc-eta1","0.985087640633192","1.87910724996946","3.03342234460472","0.960643867253386","0.0794405723899224","0.0833250163708697","0.0532933621972696"
"acc-w","0.888632824450039","1.80890975351435","2.99612777743308","0.963749339662252","0.076962506049573","0.083841102911303","0.0559153671720098"
"acc-eta1-w","0.766813932027486","1.85494870003406","3.0407926510762","0.985195213266638","0.0941444662017435","0.104648084738012","0.0745410507819877"
"acc-lambda","0.999390996931085","1.84680921379346","3.01002993611793","0.958631094064532","0.0759844289826939","0.0817695626502034","0.0521839545910855"
"acc-lambda-w","0.939778719302117","1.82243771739442","3.00000199736377","0.959539312347034","0.0746271184463905","0.0819616318264317","0.0509004557133358"
"macc","0.998846534559322","1.84044934615649","3.00740832809432","0.958401190437421","0.0758347283832355","0.082738434745412","0.052217031837041"
"macc-eta1","0.983697001332184","1.87727325135996","3.03271584539564","0.960538872168479","0.0792905797174963","0.0837936287598127","0.0526269218555494"
"macc-w","0.827454498009728","1.82001615290839","2.99050906407383","0.972874877790001","0.0788081384823208","0.0860444585317369","0.0595531161793599"
"macc-eta1-w","0.766813932027486","1.85494870003406","3.0407926510762","0.985195213266638","0.0941444662017435","0.104648084738012","0.0745410507819877"
"macc-lambda","0.992973053857448","1.84800606824308","3.01491683741191","0.958786856961238","0.0762775040798774","0.0825720163074239","0.0518456657502592"
"macc-lambda-w","0.915205890627419","1.81636287003719","2.9996894580369","0.961202047848242","0.0758997809685339","0.0832859009998227","0.0530299196680828"
"aipw","0.982934967331331","1.85701731106148","3.01967407233796","0.959251775515706","0.0770494263164553","0.0844032073718756","0.0529106679075367"
"aipw-eta1","0.976398623668569","1.84227082691341","3.01446165145957","0.95877294201989","0.0769835963274178","0.0835328766823759","0.0524343245086435"
"aipw-w","0.777427852205817","1.87041121204198","3.0790952672136","0.98565782986219","0.0911010564420913","0.0949502114055166","0.0661523043276266"
"aipw-eta1-w","0.871927620174499","1.83966382983276","3.06937512219592","0.969793020364391","0.0895016644675403","0.0929458802158192","0.0635143507856625"
"aipw-lambda","0.974481495604815","1.82686369112111","3.00566869789957","0.958300298553589","0.0753951987311414","0.0832729296721262","0.0523135204930709"
"aipw-lambda-w","0.921129464195179","1.83824697594958","3.03943460360262","0.962392858823928","0.0862318616974731","0.0906265846965598","0.0608696836425606"
"mle","1.01946064093313","1.80126961818273","2.9704267271633","0.938505913238532","0.0701292383164661","0.0779357408527117","0.049797814137956"
"mle-w","0.232303322591749","1.37438543141879","2.69848784975473","1.63347377400605","0.146166186452844","0.162224768134651","0.121487417208598"
