"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.977077290709818","1.96300322314908","2.95912335002131","1.02045353802441","0.0587838741328156","0.0676434835781817","0.0495782669762623"
"naive","-0.122224213113715","1.48067664785623","1.60217570386084","2.99567247653625","0.172772111036176","0.210844410537449","0.13567283141503"
"cc","0.942062766131099","2.05626608674264","2.98697277902274","0.996318875684012","0.0811226277972431","0.0876946843554185","0.0703959104101523"
"ipw","0.920283345165717","2.04008405888802","3.00166878234885","0.996863592087512","0.0854575966631531","0.0883653581609783","0.0661166268510753"
"ipw-w","0.94368111079818","2.08021161517112","3.01394596573357","0.997050939888293","0.0842484931331705","0.0890818196255681","0.0770398335943948"
"ipw-yz","0.806451930749986","2.05823554692904","2.99411846280469","1.00511447518699","0.0994380319809458","0.0943583147970266","0.06806502464143"
"acc","0.928333448696666","2.02650107458135","2.99826932435653","0.997056786590606","0.0765534005038888","0.0879103941137469","0.070130351057176"
"acc-eta1","0.904327250654414","2.00079521731353","3.02560679980019","1.00016745971563","0.0790219508845824","0.0905736324539769","0.0715923388443871"
"acc-w","0.73003664928613","1.80251509019314","2.96707199609102","1.05772706817043","0.0921925847767952","0.192282687674226","0.126641184421601"
"acc-eta1-w","0.514837057229864","1.73549307895212","3.00820012791184","1.14744365965314","0.116334771613418","0.240483321029304","0.166811894765542"
"acc-lambda","0.911706944859948","2.02970428427571","2.99980179958407","0.99733621019089","0.0769781644750229","0.0875345043035222","0.0691610019223849"
"acc-lambda-w","0.842026823476759","2.01015644882208","2.98395908295561","1.00318271532756","0.0781927787547032","0.0874163805841624","0.0692221964719839"
"macc","0.940974071540486","1.99092848293324","2.98607036546357","0.9984103202161","0.0779199973452215","0.0861547172572594","0.0695461713136901"
"macc-eta1","0.888462808384587","2.00857849931382","3.02645501773638","1.00028546631822","0.0781258105779183","0.0886707521209621","0.0699023464798137"
"macc-w","0.558597632601291","1.63239713366443","2.83450756423048","1.18981320811405","0.10958196843822","0.318586433939078","0.225888693986281"
"macc-eta1-w","0.514837057229864","1.73549307895212","3.00820012791184","1.14744365965314","0.116334771613418","0.240483321029304","0.166811894765542"
"macc-lambda","0.917031390748885","2.03616036503902","2.99595031667993","0.996941356540447","0.0761374936322778","0.0861959134740021","0.0687363456784375"
"macc-lambda-w","0.870342703442821","2.03653858057417","2.99415931876925","0.999187689037027","0.0803219619722361","0.0879286625644451","0.0700530955479253"
"aipw","0.914921979212367","1.92722395287757","2.9967584431221","1.00572596178342","0.0808952710521641","0.0852475628652208","0.0658661338546874"
"aipw-eta1","0.879689826285143","1.99007625300906","3.02844534813366","1.00226879233582","0.0786865903215268","0.088126163765277","0.0657331075199643"
"aipw-w","0.406705294729991","1.82000926815477","3.12113494563783","1.16816120890573","0.104428795745379","0.126497634416142","0.0945965119333409"
"aipw-eta1-w","0.620213035569016","1.88929628738535","3.1331157287892","1.07363025811933","0.0928748638428525","0.110592771965772","0.0928283956189213"
"aipw-lambda","0.893373377447305","2.02121409745109","3.00881127931948","0.998576113488558","0.0783738276928194","0.0864797248644563","0.064635437777401"
"aipw-lambda-w","0.834991504810485","2.02366926095439","3.03804254738585","1.00359321781604","0.0819934820951891","0.0841470795188896","0.0759414480670613"
"mle","0.982980861500704","1.97675995062178","2.96173646347895","0.99432043005179","0.0728601929767841","0.080068196709659","0.0617991246103488"
"mle-w","0.16507856713352","1.88875761841093","2.90531740117127","1.62856863632319","0.146614008838437","0.144489022540387","0.129502342484873"
