"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","1.1059936146377","1.97407043273769","3.03360164959531","1.00072696031016","0.0581190133383846","0.0620208105225941","0.0429259582926508"
"naive","-0.263904570767914","1.12426564097439","1.4843398220063","3.18991109471557","0.160383517146255","0.187554742079845","0.136298875422831"
"cc","1.10941859747446","2.04432843612234","3.0519628298786","0.998510874822911","0.0851851436681257","0.0896734482487114","0.0602521732590441"
"ipw","1.13557426129824","2.03471988632796","3.02408014822261","0.999369541701971","0.0858370427763934","0.0905774796807009","0.0540309610728092"
"ipw-w","1.05572574047384","2.14025165274586","3.09773006952356","1.0036843705484","0.108420533367233","0.0881845913732934","0.0646467980384964"
"ipw-yz","1.00983088360947","2.0485882966133","3.03639046014905","1.00412733104791","0.0914151483334927","0.101092585211356","0.0605533206574246"
"acc","1.12122886244714","2.00077196905884","3.03841356860619","0.999345330155506","0.0830130464387448","0.088992396538343","0.0603901281127428"
"acc-eta1","1.1158561153548","1.95308626059824","3.03284688297807","1.00200921901859","0.0944072693358297","0.0945425987757569","0.0718361009337395"
"acc-w","0.975836235968682","1.86281838188482","2.90844018052558","1.03795217939615","0.0949643955941766","0.126459715146763","0.136665827209134"
"acc-eta1-w","0.842279742259028","1.74137814401992","2.86672291441883","1.09941894860314","0.117496227662405","0.166990360538905","0.196115848754611"
"acc-lambda","1.11717137257136","2.01658965138606","3.03596872812417","0.998933166803112","0.0828178765862004","0.0892653078029187","0.0599845976493466"
"acc-lambda-w","1.0460365887979","2.01903507695783","3.04635684900296","1.00094865894976","0.0831566307859311","0.0887224274244256","0.0600824321695742"
"macc","1.13372728254949","1.99844828933365","3.02665925737131","0.99974828489793","0.0841089631035984","0.0902090555695126","0.0606328651883927"
"macc-eta1","1.1270362301061","1.955417220132","3.02229007755098","1.0019502361662","0.102581089131838","0.0994852594742267","0.078613564642258"
"macc-w","0.874955448620227","1.76362990154521","2.78369440372814","1.11614496471624","0.113570947613884","0.172287266311515","0.230314938880469"
"macc-eta1-w","0.842279742259028","1.74137814401992","2.86672291441883","1.09941894860314","0.117496227662405","0.166990360538905","0.196115848754611"
"macc-lambda","1.11211828730792","2.03868516059806","3.04181981312017","0.998601613623852","0.0842244574278201","0.089795775299216","0.0601817755224527"
"macc-lambda-w","1.05934409198084","2.01921223163663","3.05531433278013","1.00011451797008","0.0828349643053139","0.0892758224083394","0.0600917826989569"
"aipw","1.15154927386399","1.96043276835357","2.9839558323793","1.00407760091088","0.0865854291993779","0.0934204380651937","0.0576632276226234"
"aipw-eta1","1.14269193274395","1.95207227396022","2.99543045514306","1.00347301050251","0.0925701175413301","0.0984932802864438","0.0624848127912474"
"aipw-w","0.724840530283048","1.91498391020226","2.98317475675175","1.08646421410869","0.117543247729749","0.113041355754878","0.111430855946587"
"aipw-eta1-w","0.845601198889849","1.94991775462944","3.0286927635481","1.03894695934619","0.1066698320042","0.105831093035765","0.101941786826948"
"aipw-lambda","1.1399711324115","2.04068949828498","3.01230853891373","1.00019078907173","0.0847760972801643","0.0909307487548218","0.053460654234132"
"aipw-lambda-w","0.963602927105374","2.11570298191749","3.12091226986007","1.01117571554308","0.10089871441875","0.0854462025746761","0.0619488959692417"
"mle","1.14788652875012","1.93568746500576","2.98881969105605","1.0495070142163","0.0792492275433375","0.0883731280039846","0.0549398565859668"
"mle-w","0.118665683420744","1.49863995285544","2.60886389204259","2.07350043883857","0.147079754517699","0.167267576008127","0.14944097035081"
