"Method","beta0.x","beta1.x","beta2.x","sigma.x","beta0.y","beta1.y","beta2.y"
"oracle","0.884141682542205","2.12119682638981","3.08166079708885","1.02431711782815","0.0589970680164045","0.0659236381174139","0.0414584102324494"
"naive","-0.615587546856652","1.20989786421305","1.74541310836587","3.15931120292672","0.169194553554835","0.205762318678556","0.147819535625333"
"cc","0.841714002073307","2.01147182565415","3.06230885278227","0.973220249044938","0.0824023204194881","0.0756157460170058","0.0614236744030403"
"ipw","0.83146064776428","1.96266353516553","3.02015119155635","0.975113724004337","0.0823816333399607","0.0843038473613325","0.0695560239105183"
"ipw-w","0.771198196629633","2.07689190599333","3.08019926338243","0.977180497382171","0.0869112902180652","0.0708263497825189","0.0608008468318459"
"ipw-yz","0.725518362705374","1.94549108896268","3.01561102831034","0.984377759309559","0.0850107101184122","0.0910301333862426","0.0755952759020024"
"acc","0.843949086907007","2.04366140554592","3.09072964774515","0.974003723855187","0.0796654092191035","0.0712997559979326","0.0563668751108225"
"acc-eta1","0.822448396509677","2.09840263063984","3.15113599949538","0.979680662898902","0.0860748957486649","0.0767073296622672","0.0569734092360368"
"acc-w","0.670802441556582","2.0664024558011","3.04571413681818","0.991491577901379","0.0958578486651658","0.099277905770381","0.0757017829887107"
"acc-eta1-w","0.4752641019886","2.12482333361988","3.09523710615669","1.04128277696328","0.116394769866239","0.126807080886694","0.0948243391299828"
"acc-lambda","0.860860294271011","2.04547662446892","3.08313126439022","0.974125911233604","0.079721626141403","0.0722096014107602","0.0576615024671818"
"acc-lambda-w","0.782685721516267","1.99739997751935","3.0490987365601","0.975425453820611","0.0806863073882199","0.0734143281699768","0.0584284750081246"
"macc","0.863659385061095","2.05921695128265","3.07992370386064","0.974569790909642","0.0797701991191477","0.0736309627867203","0.0586206724232995"
"macc-eta1","0.818343821575231","2.07859839179893","3.14139114580815","0.978058205999125","0.0857608086185348","0.0786243485503672","0.0574796157218695"
"macc-w","0.55866306230378","2.10698627842513","2.9777475947843","1.03765385078189","0.111672933660828","0.120433255399928","0.0973272060240295"
"macc-eta1-w","0.4752641019886","2.12482333361988","3.09523710615669","1.04128277696328","0.116394769866239","0.126807080886694","0.0948243391299828"
"macc-lambda","0.848345588606819","2.0465129584003","3.09908321946748","0.974486102689993","0.0799489765985285","0.0709843118863222","0.0560800794119536"
"macc-lambda-w","0.802967271375753","1.99791964420058","3.07263331688439","0.974158118351368","0.0826059959049132","0.075508126949528","0.0613018241425795"
"aipw","0.863792313070021","2.04990351431161","3.06041168040282","0.974300755669753","0.0810820580912758","0.0835219885663709","0.0655181077721173"
"aipw-eta1","0.824934737370602","2.02350590551882","3.08985373268908","0.973833148152436","0.0825861501766196","0.0828992175609808","0.0614908784623732"
"aipw-w","0.386976963103237","2.20344990505626","3.09850474052011","1.0840521757565","0.112086213233043","0.0966080888985622","0.0817512959180834"
"aipw-eta1-w","0.500782068520589","2.1451879486988","3.12236665404133","1.03218476092655","0.0980259496975051","0.0881558834049773","0.0692245549476205"
"aipw-lambda","0.841464623350058","2.0144494601356","3.07246962462308","0.973308158397882","0.079129133606937","0.0772771657469771","0.0614580517824644"
"aipw-lambda-w","0.740179758238484","2.07305748219642","3.09339629283274","0.979176900547308","0.0866499377582171","0.0690389470768047","0.0595232628752395"
"mle","0.885701396282791","2.05510598043584","3.06408978461582","0.986078770372756","0.0744641744421028","0.0711071949477607","0.0544569584107419"
"mle-w","-0.11706402562826","1.65413339516787","2.8837423810541","1.83909928658582","0.157923925892347","0.15596034206278","0.124395439074528"
