"beta1.x","beta2.x","beta0.x","beta1.y","beta2.y","beta0.y","Method"
0.106573502834174,0.33514655693337,0.0525830746484165,0.0414481287250015,0.0371242911982266,0.0620127644980093,"acc-lambda"
0.133931772845672,0.181020363333964,0.162818541318941,0.0476739236792359,0.0355905587659934,0.0675711063189174,"acc-lambda"
0.241757148560323,0.243554762113502,-0.0840618073178682,0.0498462001025497,0.0373632987294503,0.0685845878809245,"acc-lambda"
0.202926919206655,0.203476886712166,0.0200362556286023,0.043224392482989,0.0408666945689445,0.0625263356838569,"acc-lambda"
0.239635113879869,0.240105089652649,-0.0806773258546708,0.0421135239654805,0.0371249622571803,0.0651460274710832,"acc-lambda"
0.170980039696955,0.239561525096471,0.0312177445257346,0.0410972089095949,0.0364731789389858,0.0595905835963821,"acc-lambda"
0.165092237391413,0.173892385927058,-0.0455650621862097,0.044425004102437,0.0357513672710697,0.0689982978573891,"acc-lambda"
0.218305230588573,0.19457384299917,0.0320586178669056,0.0498470947178767,0.0352698083598985,0.0722970983927495,"acc-lambda"
0.305680499105549,0.149534357085238,-0.128720879875349,0.0464550589109422,0.0395799671528956,0.0672388749666406,"acc-lambda"
0.261521197715688,0.137829083914957,-0.00620925727471123,0.041187942650584,0.0367415006734189,0.0653780342620863,"acc-lambda"
0.194941453847559,0.208045461595823,0.00212868030858013,0.043717666333017,0.0336417176936146,0.0633089981244988,"acc-lambda"
0.168234365569917,0.140717454941379,0.0407267054738508,0.046911758036209,0.0379605092270885,0.0645952777761637,"acc-lambda"
0.178080882607091,0.156330791323052,0.0949909755493085,0.0433081334389336,0.031959673978704,0.0642230331388142,"acc-lambda"
0.135699896315275,0.235126138828366,0.0225230266239817,0.0395339135688198,0.0368217711607472,0.0629192404285617,"acc-lambda"
0.181853627838272,0.227670346246007,0.0308752342853463,0.0455778605271602,0.0342659108855547,0.0600415404723906,"acc-lambda"
0.181783097873481,0.201719465286733,-0.01108312327524,0.0453206896827689,0.0343692727203358,0.0662515142959784,"acc-lambda"
0.13973589635678,0.164538201624788,0.133233441820887,0.0504569736940452,0.0391537230591302,0.0659215463191575,"acc-lambda"
0.279274743759452,0.183888832309765,-0.0602808275377082,0.0393912205485653,0.0394296105331007,0.0624723679210517,"acc-lambda"
0.24357362742791,0.154930044922906,0.0140398928868744,0.0452585076353315,0.0358841678894933,0.0619938447535326,"acc-lambda"
0.28530666099864,0.178545177392997,-0.0633274454643028,0.041699225502709,0.0372207579742652,0.0614893680259393,"acc-lambda"
0.180618684249968,0.204627052390885,0.0559894627502398,0.044823318309627,0.0405692388198843,0.0628993922563055,"acc-lambda"
0.262491260000621,0.198784420798146,-0.0107515827128103,0.043620550213972,0.0390187640076475,0.0641668263995426,"acc-lambda"
0.325875042134561,0.161213071407784,-0.0772624181386085,0.0475858906588529,0.0354813330059462,0.0614406611997091,"acc-lambda"
0.188873197258141,0.219319271368128,-0.0277704515840779,0.0408667247231284,0.0369347171238779,0.0622813627684294,"acc-lambda"
0.199948924483198,0.187372074241434,0.0315460397218234,0.0397832600788634,0.0376990679805976,0.0578810657245087,"acc-lambda"
0.153607793687895,0.152868541087359,0.0805899952231979,0.0405373771830152,0.0317918750515006,0.0620887416046499,"acc-lambda"
0.188057424368645,0.221222646017542,0.0197433664729501,0.042985508672419,0.0380068393295656,0.0647576283631719,"acc-lambda"
