"Method","beta0.x","beta1.x","beta2.x","beta0.y","beta1.y","beta2.y"
"oracle","-0.00841728725705153","0.198634335203654","0.211558464844356","0.0355888442576817","0.0315831872133943","0.0304496716121063"
"naive","0.0491470340769831","0.201771573089545","0.19076406653106","0.0342249172854082","0.0313104713021038","0.0269254119084781"
"cc","-0.0367759595366223","0.262467841796609","0.188184452870039","0.0653130100711688","0.0445834867192181","0.0421874934231261"
"oracle","0.000556821144017551","0.175112959372223","0.173123716475701","0.0339134679464535","0.0292481038393982","0.0296399087011054"
"naive","0.046020987002692","0.180639127771994","0.154853025790605","0.0327460247190534","0.0287579122701759","0.0259426174233876"
"cc","0.0115863567182988","0.161261377145139","0.202211097222684","0.0678878454252439","0.0416173688983767","0.0451956428254681"
"oracle","0.0563403058993287","0.188800207600829","0.166718851763325","0.035076311153324","0.030271358050981","0.028383946122688"
"naive","0.100743683033859","0.19653285923035","0.13939192171255","0.0339166611618673","0.0300790102909089","0.0252632759504839"
"cc","0.0103776608404231","0.196846168835799","0.188555899152596","0.0682497436377392","0.0446760543574706","0.0411742316702924"
"oracle","0.0296464602595651","0.178151497035663","0.192578495104962","0.0338315299285031","0.0275775695237054","0.0290177623618343"
"naive","0.0792904350117131","0.188169727775286","0.163466489893107","0.0326613354386633","0.027165636674891","0.0255489159992489"
"cc","0.00134767233531616","0.227297928809085","0.175719578050497","0.0694526597496781","0.0408123856312942","0.0439452717664053"
"oracle","-0.0114181764179667","0.262872212080563","0.209413577601358","0.0342758565192186","0.0291796871112355","0.0289038507902018"
"naive","0.0452470197986026","0.271622013983157","0.179816902540469","0.0332588728419584","0.0288898586424311","0.0256608394969292"
"cc","-0.0489788703557033","0.232051550460216","0.289711544533642","0.0696433977595114","0.0419995994919618","0.0438839725819953"
"oracle","0.024897426706229","0.187802174039865","0.217799876940501","0.0358285277484403","0.0295820796156649","0.0308359541898198"
"naive","0.0811804943359308","0.19665450460347","0.187060654354303","0.0346475196196244","0.0292203432309823","0.0272063395739805"
"cc","0.0836531141457761","0.152950576971021","0.212081622048327","0.068919386886122","0.0423098543824555","0.0432005693776592"
"oracle","0.00909148188575469","0.159900139730782","0.197188048624167","0.0328601111516783","0.028978029266008","0.0293560454021287"
"naive","0.0647506783509882","0.162478744787978","0.176766243847743","0.0315344360451632","0.0287572120314289","0.0259821564196556"
"cc","0.0737672702041962","0.149189087670984","0.170754769838876","0.068829886082514","0.0457777439481424","0.0442111683637313"
"oracle","0.0346693345835273","0.190380941511985","0.161376340437451","0.0325572274875503","0.0287131680228914","0.0288385826408098"
"naive","0.0794945993538247","0.199063605007801","0.138692471864889","0.0312567809136104","0.0281493735064063","0.0249744039995148"
"cc","0.0739872181337541","0.202768710389676","0.123440094155725","0.0683194621446991","0.0455613909468198","0.045667193499395"
"oracle","-0.0162855682325838","0.180822472699317","0.220224966835809","0.0347455769829202","0.0299647707902776","0.0299016125537443"
"naive","0.0421932159862626","0.191699430529156","0.182138110784593","0.0336568190002989","0.0297000976958291","0.0261372850808176"
"cc","-0.00585656441159523","0.182841041845027","0.207602449086689","0.0725494673842998","0.0461277311252641","0.0444652936328375"
"oracle","-0.0242427000763056","0.22730055203031","0.224007919125993","0.0339494275228262","0.0314770242415923","0.03043698788658"
"naive","0.0359345261770748","0.231754027029871","0.201009857561415","0.0329468644275612","0.0310848779449856","0.0267652762113005"
"cc","-0.113557257652525","0.268541808324235","0.252465735415344","0.0672736211517579","0.0458852309354261","0.0433684930580473"
"oracle","0.00996375020080731","0.195938531979445","0.20004541104209","0.0325834053117677","0.0277973039297826","0.0290487731538748"
"naive","0.0634430718102198","0.203729971248239","0.172205784342272","0.0316238938764744","0.027425109301009","0.0253983656671339"
"cc","-0.104659318006965","0.257178016536517","0.230911430911117","0.07026744310222","0.04215965428226","0.0469062610166715"
"oracle","0.0617345010415096","0.223371917163646","0.136246369430697","0.0353155179865097","0.031214207940404","0.0315286922443241"
"naive","0.0987502450122712","0.233500561318388","0.107052350356643","0.0340435972306309","0.030880814742614","0.0278253200480861"
"cc","-0.00277287062401633","0.230472968625491","0.163456447447096","0.0697703466603485","0.0452390797524241","0.0453526325846137"
"oracle","-0.00541994147196023","0.217259510903823","0.221477341963325","0.0353590636851357","0.0313454358076433","0.0297080431671395"
"naive","0.0574580496082413","0.223501947565197","0.193817054041676","0.0342319950607461","0.0311149038424638","0.0263872932161141"
"cc","0.0677730806886779","0.175382959734052","0.19971727670393","0.0685802110202071","0.0454959865309645","0.0430303421742304"
"oracle","-0.0157009259716994","0.206482772372837","0.206102305908226","0.0354796082047888","0.029439926979326","0.0306616530254621"
"naive","0.0379157714976381","0.215690443782695","0.174157901769189","0.0339638889879522","0.0291521651388034","0.0270821544623405"
"cc","0.0594111516848336","0.184851152314755","0.147004713026319","0.0669076463958423","0.0426324439286418","0.0419051306529414"
"oracle","0.0722523654223865","0.213633830748474","0.134101309787886","0.0331615309641052","0.0288724461009323","0.0285622201756726"
"naive","0.107303416038803","0.221671076656048","0.111459897289423","0.0323476544827564","0.0284742288570152","0.0251459513394211"
"cc","-0.00279158027387996","0.248429983537372","0.152993013858883","0.0701862668589571","0.044296954195806","0.0444262844598385"
"oracle","0.0369803190343509","0.187456061901628","0.183963294721352","0.0328139328633109","0.029425785969573","0.0283223950815983"
"naive","0.0869681828772526","0.189162258965022","0.169407479983408","0.0320303830574294","0.0290485182576225","0.0248103857181358"
"cc","0.092145684056247","0.207183978123214","0.155084815662802","0.0691772550101742","0.0443433402135004","0.0411732674576252"
"oracle","0.031463529520182","0.18675126782755","0.202013638226549","0.0356653677089579","0.0304023056598204","0.0297976496000107"
"naive","0.0832902348832576","0.197618671085902","0.168934985451394","0.0348569958691149","0.0301492369301015","0.0267111045801015"
"cc","0.00815006150802028","0.22046177151704","0.18180391286332","0.0701164597167336","0.0451575750857536","0.0458464783480668"
"oracle","-0.000754360053176145","0.150503776456772","0.222552902007912","0.0332695421225775","0.0289858742733865","0.0284983745480947"
"naive","0.0611909402996954","0.159819510520068","0.195101891293078","0.0323391444764086","0.0284616455850846","0.0245972317456222"
"cc","0.0342379757511409","0.174683069745759","0.190588951642028","0.0641842696718339","0.0428525631393341","0.0435798822880416"
"oracle","0.0472591781102441","0.215861179067089","0.178975912165056","0.0345884938210107","0.029981292247354","0.030496407379241"
"naive","0.0939001146986974","0.228970152195909","0.143213055320198","0.0336873598171693","0.0295625917920357","0.0267893021148452"
"cc","0.145793791088222","0.153903349710012","0.157268994961613","0.073725540701641","0.0463829991564796","0.0479184573947493"
"oracle","-0.0162082126594812","0.180057189357561","0.180918474429718","0.0354775169161779","0.0311270177261726","0.0298591995589773"
"naive","0.0263590435085233","0.183628102058994","0.161754390885626","0.0345567305871491","0.030864561296441","0.0264935587800898"
"cc","0.0352893084756807","0.131407677101576","0.217039251119003","0.0677395256408134","0.0448459660141301","0.0442751873211813"
"oracle","-0.0297502630524836","0.19537566136342","0.212598757030589","0.0328803909433668","0.0287667891104541","0.027964371502542"
"naive","0.0225576631572707","0.205990097517222","0.183619744060151","0.0317921521691845","0.0284025495091502","0.0250344471434798"
"cc","0.0169946459810466","0.160371325946491","0.213665263015003","0.0664523883702075","0.0414199795543241","0.0433606285398826"
"oracle","-0.00454757243526122","0.21364257124902","0.210201006030452","0.0340851839516974","0.0301103281838788","0.0295764728795757"
"naive","0.0498650573791262","0.222704697960056","0.179493096407939","0.0331061012132584","0.0298794118544716","0.0265170261203052"
"cc","-0.103763036037357","0.235483854089223","0.259304486028193","0.0710924028175044","0.0464327610626942","0.0458099496226186"
"oracle","-0.00210894059575368","0.284015531368733","0.139015146166231","0.0348034234622786","0.0305406254762366","0.0295212001539613"
"naive","0.0353274189403133","0.288944839446835","0.121562052644313","0.0334130854221992","0.0301660556892754","0.025841733226231"
"cc","-0.0220151515359806","0.33025062925721","0.128332173132115","0.072769779825554","0.0475612646915802","0.0460297328512685"
"oracle","0.0734534333725825","0.190019778796145","0.144845915078667","0.0343251977826869","0.0299233054361803","0.031013460547484"
"naive","0.113521374162197","0.197876295964687","0.119217548060126","0.033166041723672","0.0295931323133445","0.0273743083968516"
"cc","0.0712229497921392","0.16174182996075","0.179257957910795","0.0732184812764753","0.0457316574494523","0.049233698770206"
"oracle","0.0155312144919574","0.202339608563387","0.170395018636867","0.0337810790141808","0.0291729704900693","0.0289808273002705"
"naive","0.0602938691583485","0.209887619610502","0.145416864697872","0.0325745224592003","0.0288913374145609","0.0258728371043031"
"cc","-0.0497313597596739","0.211751834201403","0.216052426338998","0.0683821409123529","0.0441733329063837","0.0443135861450068"
"oracle","0.0219832436001417","0.203446015333681","0.143761082868592","0.0349600562665424","0.0310243197647563","0.0301921265087473"
"naive","0.0572358712094916","0.21286087416837","0.118976779518041","0.0343472631354915","0.0305290584360073","0.0265055832441878"
"cc","0.11479979610527","0.175800437086009","0.0828488971850382","0.0699384310879315","0.0484259004026788","0.04772716818159"
"oracle","-0.00285410778512596","0.244701240019231","0.181605515439381","0.0341657763841732","0.0301219642383439","0.0309330485662549"
"naive","0.0438284797398425","0.254278171476579","0.15506705715515","0.0332020380927226","0.0296372771254372","0.0272313982517251"
"cc","0.0153499271248814","0.237114134955123","0.156563693660928","0.068018609406767","0.0457027377691302","0.0455132676517618"
"oracle","0.0389369990460876","0.206808214365054","0.179876379669676","0.0334400540232941","0.0290444577455433","0.0298551281282252"
"naive","0.0878738708338682","0.212441530279642","0.16181244339394","0.0324312772207636","0.0285339194377498","0.0260657900330584"
"cc","0.09723383438367","0.174955351858577","0.192378309705432","0.0702239638139094","0.0433628723520591","0.0485783310605011"
"oracle","-0.052299207722852","0.255477803837069","0.201322230705558","0.0332540911892108","0.0284811932932572","0.029741706145537"
"naive","-0.00164304640680329","0.26459145924089","0.173583877401932","0.032322678393021","0.0281014042071609","0.0261618655096559"
"cc","-0.0335049653137775","0.209985343637255","0.238855003548169","0.0635530337510629","0.043238702321788","0.0436353364658513"
"oracle","-0.0184549387125214","0.21234800153324","0.217835897775977","0.0341892586852484","0.0296241738014451","0.0292155355272379"
"naive","0.0376674869611369","0.226164319320534","0.17235383700219","0.0332353176171404","0.0295012652299271","0.0259898038602314"
"cc","-0.058744645602423","0.198968453889043","0.231123386214696","0.0678215779811574","0.0434372401040723","0.044470243107577"
"oracle","-0.0022766737971998","0.20736641841475","0.15653719877653","0.0351001751147007","0.0297250442495953","0.030500476614208"
"naive","0.0400617774548888","0.219430490862447","0.12365506524103","0.0338859614017549","0.0292905762122326","0.0267473076987464"
"cc","-0.00163988721488686","0.213343827019056","0.127012947491367","0.0719424194891278","0.0445727566402588","0.0463373693294796"
"oracle","0.0139800524290694","0.234085850355486","0.172026875134829","0.0356451634834923","0.0294597640673667","0.0297856662274008"
"naive","0.0588133584466843","0.238890795807676","0.15091898195945","0.034429546530032","0.0292383356087716","0.0266460972706833"
"cc","-0.0875998081509685","0.227704514596304","0.274941186512667","0.0697746095829161","0.0436647727696111","0.0434373859089341"
"oracle","-0.0394000424601245","0.17116335293682","0.235033141320373","0.0343842838511343","0.0307838539588968","0.0295038276948803"
"naive","0.0228039478328341","0.187047789915247","0.191558853402387","0.0331672569581438","0.0304665199142775","0.0260704284968785"
"cc","0.0297591758654981","0.133717913720234","0.205464326429471","0.063768628274464","0.0447892176039424","0.0416482303501796"
"oracle","-0.0174995782222542","0.216898513171455","0.178896667793935","0.0335653401845174","0.029756327886399","0.0299238365069762"
"naive","0.0268818183835625","0.232070438639415","0.136160833137934","0.0328584961682438","0.0294612240233042","0.026385652684598"
"cc","-0.203046907104815","0.304450234102269","0.217704184783856","0.0691609953910841","0.0456401947972844","0.0447778134398459"
"oracle","0.0235586408055987","0.228809484107304","0.202358351289493","0.0339979805201783","0.0297727863007626","0.0297234152857483"
"naive","0.0762973829086205","0.240652221642932","0.168468896457068","0.0328946469863212","0.0293594357576221","0.0259898817683096"
"cc","0.00521140410274075","0.210291125881185","0.225548558025189","0.069307099009734","0.0447590304597704","0.0460563244967643"
"oracle","-0.0226037584197988","0.191505333753136","0.25324282317949","0.0333562505176539","0.0280539884185638","0.0285776932102205"
"naive","0.0461799638062532","0.203863708667941","0.212089135680698","0.0326341713849511","0.0278214863144088","0.0251991179927741"
"cc","-0.0254611221571838","0.192015311699925","0.250197106359004","0.0646160984663374","0.0414625093832599","0.0418280339856562"
"oracle","0.0133351717104545","0.231828081342001","0.161260854201709","0.0331425054338082","0.0281459666530243","0.0287841762648573"
"naive","0.0550767985139212","0.236476793141239","0.14234447882655","0.0318121722505968","0.0278389858310765","0.0255229791672781"
"cc","0.105774097380802","0.203513740291272","0.128519574486104","0.0646778683616078","0.0412639850007841","0.041831305968612"
"oracle","-0.037985004135459","0.220534752875248","0.190533711856317","0.0346762680956241","0.0284269768175009","0.0293934604026153"
"naive","0.0139292380198324","0.22212827683854","0.173909295058782","0.0334092555128753","0.028186009809009","0.0259666876053431"
"cc","0.0607800285745365","0.147131687689126","0.206298989983401","0.0705973861170417","0.0417190396590972","0.0439217819223491"
"oracle","-0.0906671515484289","0.260555057106857","0.147279096034997","0.0332622663001464","0.0287637656532807","0.0291790122338198"
"naive","-0.0520529199464831","0.264472308425819","0.132848237479803","0.0319880760927434","0.0284288733606254","0.0260824543266154"
"cc","-0.188024705188391","0.307983237285628","0.173954932744981","0.0699909154571475","0.0462084955795274","0.0432753543048321"
"oracle","-0.0132479902520146","0.246007808115837","0.19634851527739","0.0356220372383828","0.0294127236345286","0.0300567748622828"
"naive","0.0416129642903399","0.257900389140792","0.160403832301495","0.0342350997371167","0.0290681672485","0.0262289470899342"
"cc","-0.0104468031658294","0.240479968975997","0.206331775635925","0.0713442151980523","0.0430963318203837","0.0459453070194216"
"oracle","-0.0481956435408296","0.21096798375071","0.176755017322085","0.0330771366988067","0.0279100486767342","0.0296644980987675"
"naive","-0.00349547030107262","0.219407801621704","0.151798092380382","0.0320410401094826","0.027485057889539","0.0261355174469758"
"cc","-0.134797905470166","0.252227294148498","0.22866290702367","0.0699776655991635","0.0434014363963139","0.0473828645179062"
"oracle","0.020076181493461","0.188125355298653","0.205726642018411","0.0340449280085727","0.0282933693863804","0.0287092191217124"
"naive","0.0785098877847343","0.202381022143723","0.162899837563307","0.0324855919961289","0.0280761818782733","0.025437112364401"
"cc","0.0386609288200643","0.121009026354151","0.254717381973612","0.066602027705553","0.0418483968670277","0.0416777879070869"
"oracle","-0.0102241222602895","0.253011963973577","0.170832378268441","0.0349239115217519","0.0295640229771206","0.0300245524434674"
"naive","0.034421457878271","0.259313724920003","0.145767950761262","0.0337301858708093","0.0293379888939349","0.0266821829650307"
"cc","-0.00105804544300552","0.226195579097429","0.188967745144181","0.0706026752793677","0.0435384328163212","0.0460438955863807"
"oracle","0.000161626923191764","0.246510517737341","0.171121437696295","0.0345870356983057","0.0293538570047955","0.0293765923571889"
"naive","0.0454799191105985","0.256065536913205","0.14157691657061","0.0334350384560111","0.0290078507200458","0.0258416057170218"
"cc","-0.00380790927994948","0.213517643888903","0.198700113998776","0.0707830120477332","0.0425268520100252","0.0442214353309138"
"oracle","-0.00385362589862354","0.228038153939639","0.168089698510877","0.0341624974792584","0.0302627817503854","0.0295970170051336"
"naive","0.0426382715806216","0.231602098026024","0.14795506164266","0.0331299559523951","0.0300161578602141","0.0261582925833306"
"cc","0.00291986430165878","0.203382778394788","0.209802808812894","0.0674607983960217","0.0448380555779184","0.0429570284418663"
"oracle","-0.0357031701494978","0.243012950953547","0.176907443800029","0.0328831546808444","0.0275637422091063","0.02787896818023"
"naive","0.0106001497114085","0.247483699563098","0.154174622257077","0.0318596189807636","0.0274019415139563","0.0248529460761947"
"cc","-0.0598520599220494","0.248118033540881","0.203753212151228","0.0650990599201061","0.0411656515574076","0.0407903808790308"
"oracle","0.0192628309471038","0.106385491299065","0.243353029348147","0.0358469188142847","0.0309291299489741","0.0307171365246019"
"naive","0.0833526137411796","0.119572506403744","0.20344698195027","0.0347499587619313","0.0305958026080079","0.0271070110704601"
"cc","-0.0100819856839432","0.0982571738661202","0.265922087690832","0.0727586561421052","0.0470299086763254","0.0462689424600591"
"oracle","-0.0178065739786691","0.175197971193279","0.245651680110499","0.0341878544688011","0.0286094248159981","0.0293177115608461"
"naive","0.0442926445052855","0.191619591406796","0.202743780508469","0.033202410294295","0.0282195826917387","0.0259053859250414"
"cc","-0.0372633070436211","0.161237066649787","0.271155751949111","0.0701675862442481","0.0438052562689869","0.0435856029508572"
"oracle","0.0127835603477628","0.230857297988748","0.141168292405136","0.0342121323907369","0.0313813178379775","0.0296937611408284"
"naive","0.0507485354383084","0.242935571087206","0.10651438092565","0.0332541570789453","0.0312089617210605","0.0265622267025309"
"cc","0.0122865131831577","0.211788636815783","0.14724881177452","0.0699435705982729","0.0448654948762646","0.0456835888831989"
"oracle","0.0487884694697593","0.208537790704255","0.185668066803533","0.0348295884556561","0.0294733175803442","0.0285177083059296"
"naive","0.0956964740807292","0.214655681548861","0.163035203393181","0.0334246045633246","0.0292021115417224","0.025463227796568"
"cc","0.0263610498200378","0.221221356950463","0.203973728575656","0.0655129972139763","0.0425713339806968","0.0412670160767778"
"oracle","0.0014478532614144","0.171202947175717","0.213665338951335","0.0341769176457721","0.0293967924889277","0.0288719984448314"
"naive","0.0556307472987923","0.182997577099917","0.182171276010387","0.0330620811369143","0.0289991767854091","0.0256457359621534"
"cc","0.0964419454358842","0.12039898003408","0.193140458466079","0.0625395219308666","0.0413597809602526","0.0398575197139501"
"oracle","-0.0357974797782367","0.172639038551316","0.220269182622778","0.0344658423790031","0.0298030094776344","0.0294720334600444"
"naive","0.0258144151841098","0.181703805707946","0.187294222845535","0.0330863993751046","0.0295147095799157","0.0259701356883613"
"cc","-0.0162684670723796","0.163180378687907","0.200113822796727","0.0725942715409007","0.0447818581988373","0.0448556166971372"
"oracle","0.0496188089942256","0.181746130339036","0.197978033530824","0.0341956796539781","0.0291093280194766","0.0285912335970529"
"naive","0.101533653820881","0.190785577421388","0.160622439196401","0.0334056743018185","0.0290636755294432","0.0254826857214257"
"cc","0.0546305157312605","0.20086736828662","0.165488314767522","0.0647534327957296","0.040784416969628","0.0420737192358921"
"oracle","-0.0239083802798736","0.189993394259956","0.195063163631929","0.0337305641750527","0.0296049326017873","0.0298287948469633"
"naive","0.0256022866222898","0.201817696847689","0.159474702549518","0.0329367916245769","0.0293377704508228","0.0265596165665372"
"cc","-0.0567834527075664","0.186605706257769","0.208666598732037","0.0680757300012095","0.0462739606499866","0.0456764895728357"
"oracle","-0.0324690079338806","0.18467726476257","0.180750764783486","0.0335709490925822","0.0277471504621479","0.0302464353191251"
"naive","0.0131807833679425","0.186408500323806","0.169501086353373","0.0325170094796307","0.0273718465892691","0.0267518969415994"
"cc","0.031277486781344","0.19177103017204","0.159942797431697","0.0670614330180277","0.0420694137622834","0.0461795817721516"
"oracle","-0.00197914994631007","0.23182402894621","0.192734962877067","0.0333022999085636","0.0279840114105796","0.0275802484956752"
"naive","0.0526691359589176","0.242430073925311","0.155214818620478","0.032073961280323","0.0278501283042519","0.0243840417556023"
"cc","-0.0486246766956475","0.203970944924418","0.236150263006869","0.0708334080105514","0.0423089203364556","0.0420436991536127"
"oracle","-0.0339756025549144","0.239550004346084","0.197024602423496","0.0343148825572711","0.0302397636949039","0.0293327868633654"
"naive","0.0225775275982297","0.250506309681236","0.166194956405309","0.0329981524882564","0.0298188868661227","0.025653768705886"
"cc","0.0580776457562703","0.205174613341228","0.167237297770298","0.0671309190038255","0.044871690112294","0.043591958912176"
"oracle","-0.102329098835634","0.245838334820683","0.191756588138905","0.0336230620180381","0.0291193048039696","0.0286714543789486"
"naive","-0.0533913627166384","0.253743589439561","0.165081260338627","0.0328077376137337","0.028831867650202","0.0253795102661254"
"cc","-0.117565119592245","0.266175087344856","0.213946257749339","0.0654946175479703","0.0426420974549164","0.0404347440714753"
"oracle","0.0261538657703216","0.174031287540058","0.219679348272377","0.0336261465753362","0.0294452319744828","0.0291740665021661"
"naive","0.0814681243365335","0.184645398400943","0.191932599297853","0.0327677886047522","0.0288732507418336","0.0253998999475499"
"cc","0.0974225803361762","0.146882705518072","0.214715796879589","0.062728069983369","0.0410802821298077","0.042221994749313"
"oracle","0.0165555793181259","0.145381173598956","0.245514721394429","0.033963333503795","0.0295664789595241","0.030359641323614"
"naive","0.0805070909232226","0.159919775866531","0.200397369578309","0.0330865366068955","0.0293097144217768","0.0268545119947627"
"cc","0.0209075998104767","0.087379411872002","0.311377323785961","0.0690592118687311","0.0447536297088305","0.0446050096152243"
"oracle","-0.0252793122320645","0.192240380733788","0.203862709861636","0.0358286419770787","0.0296320814940781","0.031277572858592"
"naive","0.0289149728766508","0.205021284014866","0.163808459414766","0.0344622551402715","0.0293268985625763","0.0275292207007875"
"cc","-0.000700356738514735","0.170087601620716","0.208601923966026","0.0706905003528534","0.0458166967107161","0.0471773260641419"
"oracle","-0.0502092032344158","0.187391729129574","0.15912471899875","0.034107577236778","0.0297956608201469","0.029226563378579"
"naive","-0.0086748902825546","0.193295450306424","0.138644473867252","0.0331462771284916","0.0294248220675531","0.0256470331167075"
"cc","0.0151472869506864","0.164480224591001","0.134195052825888","0.0702201562316631","0.0442204498278901","0.0447053965782753"
"oracle","-0.0198806639922508","0.236084689713292","0.141317854203011","0.0333296451292833","0.0274391287139883","0.0291033545296883"
"naive","0.017657293916723","0.239339296799489","0.129496999233221","0.0319274363741397","0.0269432027763492","0.0252584964672536"
"cc","0.0194991442829","0.240330905677504","0.12846537341185","0.0660942945505055","0.0382591657974809","0.0444790397424333"
"oracle","0.0184686362964011","0.195551134194163","0.230572769896487","0.0356140386845658","0.0287200856169894","0.029389711080072"
"naive","0.0836780742817493","0.203950672884432","0.196399642469449","0.0340801196103995","0.0284632768779903","0.02573402785457"
"cc","-0.00167735741512294","0.217099903128862","0.226328791347679","0.069208354527109","0.04232663675408","0.041800858139514"
"oracle","0.0313504452823282","0.166941240757012","0.189720027651366","0.0329851931368277","0.0279969321441742","0.0281781641572753"
"naive","0.0820433096074352","0.179196484159533","0.155625477842076","0.0319116909988906","0.0276698606197869","0.0250013138907009"
"cc","-0.0445151845996589","0.145893328596712","0.253894360940139","0.0728207182211354","0.0452274028731588","0.0458423690960967"
"oracle","0.0143364059533191","0.165384800097169","0.190731821252748","0.0339133452787587","0.0299686131756952","0.0295509079196375"
"naive","0.0645023738018307","0.175440679447525","0.159400922441263","0.0328306366534248","0.0296911033217771","0.0263388711330012"
"cc","0.0309399734329472","0.134795277691926","0.194262210931847","0.0714833677690718","0.0461716132796357","0.0467028380527308"
"oracle","-0.00269785600346442","0.231794251382529","0.179291944218501","0.0342950692920835","0.0280526794629047","0.0282106491029755"
"naive","0.0478630880209298","0.238491828888759","0.152810273351589","0.0331015181831217","0.0277867852015483","0.0247724450535931"
"cc","0.068379528113653","0.207069879334521","0.156926306590627","0.0741334648003362","0.0431225889842268","0.0424945834284165"
"oracle","0.00561672751524277","0.210419431487659","0.12744251424721","0.0327981722287938","0.0281943713869108","0.0279512571802872"
"naive","0.0377501435258997","0.216193969090098","0.109557278964946","0.0320007184783608","0.0278023711155756","0.0246970072676403"
"cc","0.0424694901187297","0.189809865954992","0.128338359071586","0.0662601689204932","0.043220419069233","0.0427902956282626"
"oracle","-0.0132735304460986","0.195807376229604","0.1796004103904","0.0328989826715986","0.0285170154027868","0.0284807323330348"
"naive","0.0347264135832606","0.200862478079439","0.159471943602653","0.0317573120556536","0.0282240919766928","0.0253492607740301"
"cc","0.0241279101725108","0.224150020581259","0.132053467227335","0.064837025121853","0.0418561332339555","0.0415467699670328"
"oracle","-0.0180881794926611","0.190961203038784","0.18709825677793","0.0338328302710584","0.0291996191166192","0.0293736073056054"
"naive","0.032861662257239","0.197928170691336","0.159208026994302","0.033213336665154","0.0289485342418485","0.0258801625996689"
"cc","-0.0796455677217442","0.252024958699367","0.167288117053559","0.0727669727236695","0.0465802816026613","0.0470445522037434"
"oracle","0.0473225010649297","0.178773876460723","0.172743083999755","0.0344445769829944","0.0298248598863858","0.0286931661250847"
"naive","0.0925841967897174","0.19062303512551","0.140549414381906","0.0336013291580066","0.0294119748690275","0.0250297039018497"
"cc","0.0413937625922962","0.151896582363867","0.186935991652593","0.0668492912853001","0.0450472862794586","0.0411391372252811"
"oracle","0.0495451103948281","0.222980606920711","0.163450889496155","0.0338047976763055","0.0284169846719088","0.0287086268959979"
"naive","0.0956348011713741","0.230225462073571","0.138583139855663","0.0324394657675241","0.0281170544388928","0.0253088337692119"
"cc","0.10189794152106","0.261679144524857","0.0810897943101863","0.0687198975205565","0.0427862238247051","0.042542756569818"
"oracle","-0.00679822271417186","0.205455251163514","0.177048331686817","0.0348994314173209","0.0297860641175723","0.028656390518547"
"naive","0.0396256280355608","0.212587358470141","0.14804412580638","0.0340004716897038","0.0296672125297061","0.0255481391352512"
"cc","-0.016931680987373","0.227858882664742","0.169360184446007","0.0695714921146537","0.0454030493057307","0.0416143714238033"
"oracle","-0.00666333404494724","0.177906810698778","0.218440960443061","0.0345985370533018","0.0306738608449109","0.0315689728717351"
"naive","0.0500343155274775","0.189573028656094","0.185763845361637","0.0334348680361635","0.0300868266848422","0.0274569322513106"
"cc","0.0406212108676703","0.165665454914901","0.195819619670623","0.0730752207675192","0.0484270995593925","0.0499304713065419"
"oracle","0.0079905850381981","0.198850932288816","0.200801384362844","0.0325755701257525","0.028643462856563","0.0288809261184481"
"naive","0.0609777981105631","0.207170162540801","0.171009357273507","0.0314655921032064","0.0283993245891947","0.0256108607301371"
"cc","-0.0188618115226969","0.200110441667011","0.209367825126029","0.0660326855370109","0.0439332392977967","0.0447943610934852"
"oracle","0.0405868380454697","0.191968310806841","0.246038882322724","0.035124054444177","0.0296789423840501","0.0295027040735707"
"naive","0.102521700367344","0.20091855428784","0.21650453176815","0.0338856270028883","0.0292638931850641","0.0261059891857293"
"cc","0.0372017119031447","0.221241042102146","0.22866858721486","0.0673696130682802","0.0433249840541419","0.0435754003764451"
"oracle","-0.0670616854251934","0.205428483555968","0.251508986954549","0.0341114340594161","0.0287576380037345","0.0299382298194004"
"naive","0.000513204644127938","0.221093804627697","0.208809105897259","0.0327552172412631","0.0283795937695102","0.0263382062428921"
"cc","-0.0857049772896693","0.222086294615995","0.241383617293402","0.068667231901683","0.0430842253918743","0.045346440622805"
"oracle","0.0231314717255928","0.198950327469216","0.225082006331811","0.0343006725060397","0.029019950238855","0.0302646575974236"
"naive","0.0826795373781944","0.210774943272502","0.194040871279309","0.0335138216948691","0.0286108081600555","0.0269138072556565"
"cc","0.042993420583048","0.188902310660413","0.234437788747177","0.0696761303521364","0.0462481689220915","0.0486322144825054"
"oracle","-0.0499525529887408","0.220802490567682","0.185594664811875","0.0341195736442457","0.0292421961108559","0.0293327537687257"
"naive","0.00437033701007694","0.228669468144362","0.15202833432863","0.0325582226670023","0.0291055641506136","0.0257442386816513"
"cc","-0.0346683652560828","0.199170428662579","0.194274228897131","0.0723473091912874","0.0445703845432203","0.0455689278211655"
"oracle","-0.0241098974380072","0.209702742256348","0.21980314971705","0.034689015819224","0.0312566951097279","0.0306214757546539"
"naive","0.0366599664737264","0.224779745290847","0.177947621346975","0.0338117853324142","0.0309453081096694","0.0271851340235758"
"cc","-0.0176045791058101","0.194866189928329","0.217069773175403","0.0706330992420287","0.0482530465147588","0.0467277852877408"
"oracle","-0.047302962061811","0.268970385335745","0.198380794111303","0.0340968722733833","0.0302011524569075","0.0295384849004688"
"naive","0.0056173247387642","0.282682383924339","0.160654094832258","0.032827780908959","0.0298065902130202","0.0258366227429886"
"cc","-0.0244946607419155","0.241077015379291","0.196662857741339","0.0687049728111064","0.0457927892299887","0.0448412665126671"
