"Method","beta0.x","beta1.x","beta2.x","beta0.y","beta1.y","beta2.y"
"cc","0.00771266670776085","0.214243858393688","0.192360829758021","0.0704877709597781","0.044928563210382","0.0446945256440451"
"oracle","-0.00162766725620727","0.182857387890545","0.226562954106429","0.033586474501518","0.0289492119495971","0.0297136855649426"
"naive","0.0578891105348376","0.194091484163336","0.190600851683755","0.0326746851739046","0.0285923617184361","0.0261384351102147"
"cc","0.013033116048675","0.184912904755639","0.226803986426564","0.0662814745804204","0.0429057364291935","0.0455578247316635"
"oracle","-0.0131211986262444","0.190908722765505","0.21528233718461","0.0338680370053815","0.0279628209022075","0.0285543713163266"
"naive","0.0456037938574147","0.197203218859204","0.183730487357633","0.0326297750545428","0.0279266008896381","0.0257749850036909"
"cc","-0.0354793793916585","0.194395208214982","0.22363989172278","0.0688468479340892","0.0424073233241581","0.0417858568719661"
"oracle","0.00291591472291313","0.194051821471715","0.187393636412236","0.0322199712940424","0.0278290966021236","0.0309151528666454"
"naive","0.0491517286352128","0.209270784637503","0.147539984872958","0.031218039276001","0.0273785457789802","0.0274154957117046"
"cc","-0.0266019714092444","0.182872790020466","0.202482675347178","0.064396740466071","0.0428964776049186","0.0464680693180487"
"oracle","-0.0428361951227786","0.206257886220479","0.232655915262176","0.0338999141398762","0.0284885102279206","0.0287964563795416"
"naive","0.0247181207183008","0.216678369001921","0.187651225130173","0.0327267045368632","0.0284319558312749","0.0252798852377463"
"cc","-0.0733826590135012","0.187834934081389","0.267600039748218","0.0694441193418152","0.0411534898176034","0.0435266597475131"
"oracle","-0.0194559747075361","0.216694680764631","0.169062763039407","0.0338957836254452","0.0300982887196462","0.0291819151774133"
"naive","0.0210932611753994","0.227220363812055","0.141438610178099","0.0330938169771526","0.0297332836272526","0.0261325616467755"
"cc","-0.0391961220937085","0.199254872513205","0.182191571730206","0.0657827460131871","0.0450035631499304","0.0414280688303359"
"oracle","0.00903748362037447","0.281419752620908","0.120837701167183","0.0348841218616694","0.0298842103154974","0.0287060733880029"
"naive","0.0427623937265398","0.28595706191458","0.103462846228269","0.0335422852106222","0.0296069751020298","0.0252940500809646"
"cc","0.03814661119943","0.251355212835019","0.127326668188955","0.0697851236472116","0.043442362668111","0.0428962376737996"
"oracle","0.0432651656147163","0.159913632621029","0.217029348685825","0.033306448991108","0.0280562447763503","0.0283954876593786"
"naive","0.103008498272413","0.171604703192138","0.181960747746889","0.0319593136113887","0.0277270012250327","0.0250262860243179"
"cc","0.0569753881795387","0.153616079851336","0.198271510597438","0.069391511514401","0.0437801374224247","0.043775659843838"
"oracle","0.0075119050814679","0.187374025452126","0.176752978906531","0.0339644182055192","0.0296029379091662","0.0305283181423544"
"naive","0.0567790241360976","0.197931885421919","0.141538927135633","0.0327211171036119","0.0293160899426251","0.0266718722174547"
"cc","-0.0233525864565497","0.15710732732891","0.234957818013067","0.0763379213058851","0.0464531160374373","0.0472188047120916"
"oracle","-0.0362403946536553","0.205346380123317","0.173546193140284","0.0348084855184885","0.0285974426598618","0.0311119867835453"
"naive","0.0122137057956997","0.214365849522481","0.138982318276618","0.0335335393325229","0.0283756603669025","0.0272127107298205"
"cc","-0.0310048871566755","0.210738475654143","0.144018902564618","0.0672170853045702","0.0422601677529621","0.0450901222902196"
"oracle","0.0148926411072587","0.202903432729727","0.198100295370322","0.0356370461377769","0.0297447015134131","0.0298838753946203"
"naive","0.0677101929884683","0.209092155001827","0.171621255425744","0.0338960370772722","0.0294735003201238","0.0262573642726133"
"cc","0.0879480161263727","0.181365953568509","0.183605894789197","0.0715334847386091","0.0444575685952031","0.04505384688835"
"oracle","0.00324463521046233","0.238260718727153","0.213160421967776","0.0349916726828014","0.0304467603597813","0.030142015892938"
"naive","0.0597824674238927","0.249120542346025","0.181860885341489","0.0337504069347141","0.0300473229200458","0.0264719807903074"
"cc","-0.020036368692455","0.20897283074226","0.260366067190276","0.0647995615217026","0.0429254731331429","0.0429790877762652"
"oracle","-0.000709944671004517","0.148999378746264","0.224615051591162","0.0345003674894537","0.0298596194087802","0.0289919746323432"
"naive","0.0602065152928033","0.157508148864815","0.199459260519837","0.0333221280912773","0.0295009329815029","0.0259678982071405"
"cc","0.0789828592505777","0.12814314333865","0.179797784133952","0.0708598473564635","0.0450423555299804","0.0448714961766426"
"oracle","0.0368888448793633","0.210004250219248","0.165784919082805","0.0321499816682954","0.0282529735409565","0.0282730460392278"
"naive","0.0806344628716894","0.221243497676299","0.134001016411322","0.0313188968457711","0.0279265416488751","0.025032323811578"
"cc","0.0326880428721595","0.201628485189365","0.164194605584362","0.0631976938688848","0.0410768023919335","0.0407923035649222"
"oracle","0.0238374233230586","0.201871458770645","0.18533155203573","0.0333040095758109","0.0287840389971019","0.0284723388548931"
"naive","0.0758311028719779","0.212376700272789","0.152306946783402","0.0322558711705245","0.0285282519039711","0.0251254826371001"
"cc","0.0308831549882111","0.15398588827797","0.213422271209512","0.0737536528502429","0.0458269467323631","0.0459231473868829"
"oracle","-0.0169443292702003","0.213771467143153","0.222076428535345","0.0328918897510408","0.0283689440713078","0.0287472003087836"
"naive","0.0395571587517728","0.226143968259519","0.188288405196271","0.0320200863195731","0.027985665076798","0.0254714492076092"
"cc","-0.0331799457904716","0.213027931721178","0.24124115409472","0.0696905336738412","0.04285056244489","0.0450648429970491"
"oracle","-0.0280378401887218","0.194553569364107","0.249251456694952","0.0330098093763985","0.0297338004543565","0.0278689902889129"
"naive","0.0383173178388559","0.201855998581848","0.220622318853099","0.0321381904080354","0.0294276563665598","0.0247650742492802"
"cc","0.051543269005281","0.145147672203754","0.245909269612492","0.0637536915634144","0.0423683338226243","0.0422656403501222"
"oracle","-0.014473544854566","0.164092269570747","0.238344312078272","0.0353461781741722","0.0291501889044886","0.0300003180982369"
"naive","0.0493452227814742","0.179952750662132","0.188373480005671","0.0344551370293613","0.0289821994078228","0.0265027735562849"
"cc","-0.0433754657344556","0.190740227465243","0.200240281920186","0.0686509374281418","0.0421628195931719","0.0427731509120207"
"oracle","0.0836658939136567","0.129695761884722","0.202743146542501","0.0335580100418519","0.0298909468195472","0.0287387714023603"
"naive","0.139312692578425","0.142642193423474","0.156794500144737","0.0325411821025622","0.0299107125063602","0.0257045972900007"
"cc","0.0633532458901841","0.0930205672940652","0.229681513861742","0.0689998761642254","0.0455209476336478","0.0436302611646925"
"oracle","0.0256347325848799","0.18893017570081","0.241249394409527","0.0346657287989133","0.0290809988443681","0.0289236425783778"
"naive","0.0933159358793885","0.207381886811165","0.195606567217879","0.0334010523704726","0.028720512575729","0.0256647714920574"
"cc","-0.0377605701251439","0.187052246383123","0.27748141096387","0.0673406674285394","0.0409918872135065","0.0436753089432414"
"oracle","-0.0682691433911344","0.216949115454476","0.223291514161934","0.0339576310931063","0.0307658572103283","0.0298289954437421"
"naive","-0.00967770123741066","0.22994831730276","0.18499778992492","0.0334469210066496","0.0304149672765518","0.0262387954033249"
"cc","-0.133184338013917","0.23091737042045","0.274493575710949","0.0708407521914918","0.0461190707307315","0.0463588022338944"
"oracle","-0.0494228461952337","0.242287205430666","0.177737125018178","0.0341199398354739","0.0295046135530881","0.0292997186492198"
"naive","-0.000795528658661796","0.251129763482784","0.146536596542637","0.0331635917739717","0.0293687647828124","0.0264119688480588"
"cc","-0.103050966940056","0.2661108137906","0.174959200927222","0.0648181397837901","0.0432057034311101","0.0423683515271286"
"oracle","0.0152520435958945","0.172581369205541","0.226150085426022","0.035069253274567","0.0302863186539602","0.0302486882552259"
"naive","0.0762272866803627","0.189379587717177","0.179323577571536","0.0340625567947124","0.0299583434374177","0.0265651564471499"
"cc","-0.0175873912892907","0.183000005064716","0.222487562592544","0.0699607039991818","0.0450160431800851","0.0449703797294671"
"oracle","-0.0592261415477188","0.217844177180049","0.175142448987651","0.0340027060473837","0.0288823511830268","0.0299765247645475"
"naive","-0.0128255125365441","0.22716691959932","0.148334656448505","0.0326733422549746","0.0284488705672348","0.0265409055831434"
"cc","-0.14845501901236","0.221434188374664","0.236228048182074","0.0676573219397399","0.0429717778349929","0.0458541159651486"
"oracle","0.0284480731252778","0.205363920851848","0.155036388093734","0.0343718734200397","0.0300285456139696","0.0288210126055291"
"naive","0.0685882572826293","0.21879734061913","0.121475465231021","0.033524012582982","0.0295781522143062","0.0252455689575777"
"cc","-0.0385317414341388","0.207129472282772","0.183320775678003","0.0722032847478877","0.0461631435332541","0.0441525613871398"
"oracle","0.0187849356592688","0.168080480960805","0.181859863285499","0.0348163038143649","0.0296413899805445","0.0304672661027425"
"naive","0.0661081541528249","0.17050593000471","0.16320173314161","0.033331579756408","0.0295099252219877","0.0274726339999315"
"cc","0.0255267065708673","0.140256293898763","0.216953767269716","0.0722984000843769","0.0463444041492751","0.0459462797272584"
"oracle","0.000140586611667828","0.177866118409972","0.198231346505736","0.0332856596844149","0.0284462052170605","0.0298103588375164"
"naive","0.0546019666380975","0.190072689282926","0.160639183463065","0.0319995023199705","0.0281113908759185","0.0261150252526779"
"cc","0.0373711045568207","0.118055536195188","0.215978091087231","0.0665418257025403","0.0415190464456871","0.0454871707893468"
"oracle","-0.0246838613190909","0.18882365396506","0.223019743926263","0.0336346529403213","0.0284561999339257","0.0283026517227244"
"naive","0.0316498574480555","0.192648285503038","0.197783661124892","0.0326745411703951","0.0283292218647235","0.0253595434407828"
"cc","-0.0021907760058933","0.188835085935562","0.210607467549963","0.0654767951787086","0.040730891022106","0.0387012661657209"
"oracle","-0.0285476326525162","0.236201100468167","0.185059318533913","0.0333605392800718","0.0283410259757392","0.0294599687797418"
"naive","0.0226894303622435","0.243611325853867","0.161783312934574","0.0319525284699531","0.0279139628327427","0.0255650890848199"
"cc","0.0553636248920552","0.223277773923719","0.158531737427278","0.0654770407698676","0.0429214397204144","0.0445547264847092"
"oracle","-0.0111265806873387","0.178826396606316","0.186443375538025","0.0336113081642115","0.0288802842518505","0.0279982298196258"
"naive","0.0366133866908046","0.183919606338735","0.166196297459198","0.0325580407198117","0.0286265773445994","0.0252388286054586"
"cc","-0.0365027322093936","0.182247651591141","0.202311006069023","0.0657741453688582","0.0444207606621178","0.0406477811472275"
"oracle","-0.0136691921291127","0.174464531472088","0.223723370777164","0.0354566258445071","0.0299293009702227","0.0299452046835504"
"naive","0.0430921348085186","0.183325389830187","0.193093585733894","0.0341843342232648","0.029648551829482","0.0267101308344284"
"cc","-0.050461579667299","0.20694510841965","0.214172104198946","0.07036973890433","0.0430507482430974","0.0432954092075107"
"oracle","0.0236386749763267","0.180957279767688","0.186867502332938","0.0343222618311655","0.0298349746775136","0.0293193501379456"
"naive","0.0734103684461933","0.187628851679142","0.161545856707011","0.0334305857558018","0.0295969952355435","0.0261853751117623"
"cc","-0.0720143198391419","0.262905439259981","0.188003645994136","0.0697450147673001","0.0446706734935254","0.0439378044977242"
"oracle","-0.0119373681472913","0.228007391228547","0.185122488279387","0.0335470806461035","0.0279642049749177","0.0285321204940296"
"naive","0.0366461314552291","0.241170260720701","0.14753555350884","0.0323441043572888","0.0276453737275342","0.0251443836873536"
"cc","-0.0844424123180918","0.252871151219832","0.192126422806884","0.0647019168363937","0.0407964490903761","0.0404570260610626"
"oracle","-0.0533738463791384","0.222318267967695","0.1886371880096","0.0319567923117963","0.0272177353257738","0.0280193243948833"
"naive","-0.00470661359257862","0.233114262353127","0.154485421590409","0.0312375145495907","0.0268888730782696","0.0244405260975627"
"cc","-0.0712345853978852","0.243250562414104","0.197992459112161","0.0661299046161578","0.0411101889525752","0.0415598080199472"
"oracle","0.00747893567554949","0.186912971829931","0.254861122708665","0.0346679452168639","0.0297041101958881","0.030517247518835"
"naive","0.0791189785568903","0.196289359910372","0.215610327083818","0.0332199978694606","0.0293563418576919","0.0262067637027274"
"cc","-0.0119270725280128","0.19323257450725","0.251846332978201","0.0697238461115587","0.043240366059212","0.0478301743372449"
"oracle","0.012927190584575","0.188573780624656","0.178100442732681","0.0340985706708696","0.0279143272607751","0.0287464895385522"
"naive","0.061693113316944","0.20149293753187","0.136232764002249","0.0326919935624595","0.0277423494859662","0.0253650925018816"
"cc","-0.00677685877847531","0.204882326400484","0.143366957140303","0.0682327110753409","0.0395635471129518","0.0427511371308466"
"oracle","0.0424910417870428","0.157257197502178","0.199139337778718","0.0329587654688139","0.0283219558146173","0.0284603370913895"
"naive","0.0950744818033388","0.173643515787187","0.155177591501978","0.0320335263947531","0.0279798544187684","0.0249465244884809"
"cc","0.0534305477408322","0.156596094662151","0.170683448296893","0.0677597932023647","0.040867484001684","0.0433332593382978"
"oracle","-0.0332792792745309","0.21633462261198","0.224718804460449","0.0331226649228451","0.0281880752137639","0.0273238488806796"
"naive","0.0257890962354857","0.222327247502536","0.197010716203483","0.0317362230114526","0.0280199114106636","0.0244003948808483"
"cc","-0.124410473837653","0.30269011636694","0.227138340422626","0.0684307089557459","0.043526064635415","0.0412371374390042"
"oracle","-0.0436063608863267","0.222321352623564","0.212959870901973","0.0343854885121657","0.029825429354253","0.0294638189738501"
"naive","0.0118684253741161","0.232795588910377","0.179045477545822","0.0334696934427908","0.0295351256559693","0.0260920926176554"
"cc","-0.0108293360669927","0.196048362137757","0.225194563395517","0.0738721548432633","0.0458868721783036","0.045961682441942"
"oracle","-0.0120617418996182","0.192453443755506","0.240124352574748","0.0332735697938493","0.0288791788183114","0.0284330168224651"
"naive","0.0513489721968453","0.203922603545597","0.202139949419739","0.0323411312047084","0.0287223649805111","0.0255662826735572"
"cc","0.00963992375040377","0.169937840857634","0.242539909337535","0.0687385156612811","0.0443066985469693","0.0449551998668949"
"oracle","0.00618106279411458","0.192372473308983","0.193438164701194","0.0335053498086126","0.0301460180370879","0.0295363321850231"
"naive","0.0587690325125798","0.200034039258963","0.165059514016173","0.0323533739320214","0.0298573627355762","0.0260347829168758"
"cc","0.0277916005363816","0.189279544705893","0.173812983661587","0.0682431361837622","0.044963983721255","0.0447238375323327"
"oracle","-0.00768482970278148","0.160329075233648","0.246218144869379","0.0334997562554883","0.0289155015286621","0.0301516820398974"
"naive","0.0553989447817393","0.168427147226696","0.219795517685094","0.0321767655326958","0.028473893296325","0.0268900110939321"
"cc","0.0558925639879463","0.145201572394541","0.222085860566011","0.0666156684128061","0.0442483930747725","0.0432626201101621"
"oracle","-0.0540185460548149","0.205729091932073","0.200745883332637","0.0335574235608259","0.0292315670319804","0.0287057038090953"
"naive","-0.00375779190860076","0.211591792422521","0.17800182059616","0.032708283203703","0.028888360627318","0.0253673479161666"
"cc","-0.100977848975733","0.220714961556525","0.225394173892591","0.0679357407441487","0.0434829374583884","0.0436319278166577"
"oracle","0.0098806379793301","0.221771912990963","0.209922592166315","0.0337813190904373","0.029261411806163","0.0294448648343321"
"naive","0.0658096031579302","0.231708187066845","0.174804850191719","0.032774942194617","0.0290781822366174","0.0262475736291751"
"cc","-0.0323993687358478","0.237013842443566","0.202593935540663","0.0660033535756105","0.0424005082755469","0.0424480259091961"
"oracle","-0.0570524074373821","0.205269819493591","0.250117272322256","0.0336677669014966","0.0285440360848794","0.0288133993546572"
"naive","0.0063201229076016","0.217731861606524","0.215604105345536","0.0324079084124911","0.028159349694277","0.0257135233075483"
"cc","-0.0824015716884183","0.199040475420793","0.274251355527807","0.0692815272638477","0.0440799552185125","0.0423513980743378"
"oracle","0.0274628657892846","0.168549367316201","0.217861127729326","0.0345637397443915","0.0290911334988194","0.0295276400096082"
"naive","0.0856245172066389","0.182654572308351","0.181779338456889","0.0334286427174828","0.0286460815224471","0.0259426645371902"
"cc","0.0322285057572702","0.178012653744143","0.183610826806207","0.0681094465377007","0.0449744382524421","0.0452990296711576"
"oracle","-0.0210574579342403","0.215159615774826","0.175943784689501","0.0344978594526507","0.0301131581338224","0.0298185409634065"
"naive","0.0260198429117877","0.226920260458536","0.13866139715784","0.0333368201790244","0.0298829197541932","0.0262408533050966"
"cc","-0.0409285284575379","0.219705777529429","0.162497180393474","0.0667446506364569","0.0446324047239696","0.0440526901919223"
"oracle","-0.0203766755231219","0.147895513482516","0.230891439377921","0.0346820571611844","0.0307402175601104","0.0304436847035842"
"naive","0.0446374220490564","0.158123802010583","0.19203089423033","0.0335957526594809","0.0304896347686388","0.0265755954529024"
"cc","0.0429524244060094","0.109592301822776","0.224532681769702","0.0682403221395504","0.044954712151963","0.0464681999427001"
"oracle","-0.0366374761163902","0.205340886714546","0.188236494908066","0.0348826671821708","0.030022087460189","0.0305185342202919"
"naive","0.0101608910074817","0.211376117023512","0.170118145970719","0.0336338921878514","0.0295634132385264","0.0271051185242553"
"cc","0.0236019247384876","0.179848712088152","0.183314292665022","0.0662489709259652","0.0422028217659175","0.043333731599691"
"oracle","-0.00758503624529496","0.16727344523149","0.19127624855718","0.0347001935172416","0.0304340265160855","0.0296096326830257"
"naive","0.0433984254370448","0.183005784516352","0.145907565552253","0.0335836761834845","0.0302645262095502","0.0264375676421726"
"cc","-0.0588050078808012","0.184924354844836","0.180981026282729","0.066601259941259","0.0450220394344065","0.0429088422223823"
"oracle","0.00695695657656256","0.213132187232643","0.183011377455393","0.0355317836482999","0.0311476097586412","0.0299966697738276"
